f (Hz),c1,c2,(c2-c3)/cn,c3,cn,cM,c4,c5,c6,chm,c7,c8,c9,c10,c11a,c11b,c11c,c11d,c1a,,s1,s2,s3,s4,s5,s6,,f3,f4,f5
0.1995262,-3.58238892794086,1.27,-1.07432149868651,3.34140878373009,1.92810884475703,6.43292547447496,-1.86,7.5818,0.45,3.8376023398418,-0.000789068807418,-0.933138802323249,-0.031565232405464,-0.2,0.446567496244007,0.291791911622884,0.23790400797846,0.140469748601914,0.060431974346086,,0.55708674413389,0.428744430241037,0.376729775428383,0.376729775343288,0.412209946562492,0.412209946562492,,1,-0.0001,-0.02
0.2041738,-3.58013522640421,1.27,-1.06357608725461,3.3360622882561,1.94256180917831,6.4207373319785,-1.86,7.5818,0.450009256026108,3.83753520781724,-0.000815399187419,-0.939562118066873,-0.031575527884026,-0.2,0.446753211905966,0.292497911940944,0.238838824288906,0.142506177242708,0.056354647736878,,0.55708674413389,0.428744430241037,0.377620767843598,0.377620767755528,0.412497905623838,0.412497905623838,,1,-0.0001,-0.02
0.20892961,-3.5778815250514,1.27,-1.05282611291731,3.33065952434985,1.95726483135938,6.40857879843787,-1.86,7.5818,0.450019574858504,3.83746297599047,-0.000841757960592,-0.945970972609913,-0.031584298652573,-0.2,0.446929002550706,0.293196447185235,0.239764961212431,0.144545672434938,0.052424634156384,,0.55708674413389,0.428744430241037,0.378511760262151,0.378511760170119,0.412785864686263,0.412785864686263,,1,-0.0001,-0.02
0.2137962,-3.57562782376511,1.27,-1.04206298638263,3.32519370762166,1.97223558890232,6.39646012276312,-1.86,7.5818,0.45002989369752,3.83739074411736,-0.000868163368363,-0.952357241520318,-0.03159071270768,-0.2,0.447093038437435,0.293885750563887,0.240682790433741,0.146591350996761,0.048448427376721,,0.55708674413389,0.428744430241037,0.379402752683336,0.379402752587303,0.413073823749539,0.413073823749539,,1,-0.0001,-0.02
0.2187762,-3.5733741224206,1.27,-1.03128267246977,3.31965612649182,1.9874823665787,6.38439468229998,-1.86,7.5818,0.450040212644469,3.83731851148871,-0.000894640163812,-0.958710431753566,-0.031593717328459,-0.2,0.447241878831145,0.294562039825745,0.241592651345494,0.148646964272472,0.044313938360992,,0.55708674413389,0.428744430241037,0.380293745107848,0.380293745007341,0.413361782813891,0.413361782813891,,1,-0.0001,-0.02
0.22387212,-3.57112042093809,1.27,-1.02048547635886,3.31403580690059,2.00300332954645,6.37240032011638,-1.86,7.5818,0.450050531430895,3.83724627998374,-0.000921220114588,-0.965017013336703,-0.031592052314311,-0.2,0.44736922684551,0.295217910601569,0.24249468403047,0.150717087603848,0.040001552869825,,0.55708674413389,0.428744430241037,0.381184737535909,0.381184737430488,0.413649741879389,0.413649741879389,,1,-0.0001,-0.02
0.2290868,-3.56886671927604,1.27,-1.00967456108724,3.30831728848329,2.0187864159798,6.36050101868407,-1.86,7.5818,0.450060850337682,3.83717404763623,-0.000947942156484,-0.97125995130197,-0.031584275306214,-0.2,0.44746415920765,0.295839780568883,0.243388473481705,0.152807208095491,0.035560582131871,,0.55708674413389,0.428744430241037,0.382075729966291,0.382075729856815,0.413937700945637,0.413937700945637,,1,-0.0001,-0.02
0.2344229,-3.56661301741738,1.27,-0.998855160056058,3.30248131459739,2.03481084733378,6.34872801117526,-1.86,7.5818,0.45007116915622,3.83710181590646,-0.000974852194246,-0.977419359516619,-0.031568794791685,-0.2,0.44750881990743,0.296404315947937,0.244272435836625,0.154923345935607,0.031081121015534,,0.55708674413389,0.428744430241037,0.382966722396709,0.382966722285962,0.414225660011897,0.414225660011897,,1,-0.0001,-0.02
0.2398833,-3.56435931540362,1.27,-0.988034110255332,3.29650488146319,2.05104748958464,6.33711796912763,-1.86,7.5818,0.450081487987202,3.83702958408959,-0.001002002549763,-0.983476348816169,-0.031543907165495,-0.2,0.447476866638944,0.296875105810436,0.245143162003418,0.15707075516643,0.026665420098186,,0.55708674413389,0.428744430241037,0.38385771482547,0.383857714716504,0.414513619077621,0.414513619077621,,1,-0.0001,-0.02
0.2454709,-3.56210561327669,1.27,-0.977219424804009,3.29036774863468,2.06746580896085,6.3257031830694,-1.86,7.5818,0.450091806838625,3.83695735212963,-0.0010294510538,-0.989423697609309,-0.031507834982883,-0.2,0.447337288269686,0.297205054827217,0.24599559883944,0.159251109266637,0.022397774713176,,0.55708674413389,0.428744430241037,0.384748707251951,0.384748707144803,0.414801578142608,0.414801578142608,,1,-0.0001,-0.02
0.2511886,-3.55985191105649,1.27,-0.966419920960773,3.28424486292552,2.08423359167001,6.31419504316173,-1.86,7.5818,0.4501,3.8368868100685,-0.00105725978062,-0.995534660535561,-0.031458764249765,-0.2,0.446390326717556,0.296805944720294,0.246439836596176,0.161108867396512,0.018399937262483,,0.55708674413389,0.428744430241037,0.385639699675528,0.385639724478058,0.415089537206657,0.415089537206657,,1,-0.0001,-0.02
0.25703954,-3.55759820879849,1.27,-0.95564488072485,3.27807181331831,2.10127407557,6.30269841087284,-1.86,7.5818,0.4501,3.83682277862266,-0.001085493447444,-1.00159256523449,-0.031394879218326,-0.2,0.445296678710317,0.296294780200445,0.246824195630819,0.162928134860293,0.014827571556637,,0.55708674413389,0.428744430241037,0.386530692096169,0.386530912558262,0.415377496269757,0.415377496269757,,1,-0.0001000082157,-0.02
0.2630268,-3.55534450658076,1.27,-0.944903718496614,3.27185953131764,2.11858572691691,6.29119462785325,-1.86,7.5818,0.4501,3.83675874681774,-0.001114217549517,-1.00759719146063,-0.031314393689025,-0.2,0.444055055767075,0.295672221387989,0.247147841922689,0.164700882580194,0.011802177276637,,0.55708674413389,0.428744430241037,0.387421684513884,0.387422591805952,0.415665455331912,0.415665455331912,,1,-0.000100089076497,-0.02
0.26915344,-3.55309080447044,1.27,-0.934205659556007,3.26562049333971,2.13616827614613,6.27966285519763,-1.86,7.5818,0.4501,3.83669471586141,-0.001143496372184,-1.01354781553305,-0.03121557825972,-0.2,0.442663657800941,0.294939026700224,0.247409954698262,0.166419020014032,0.009332409706935,,0.55708674413389,0.428744430241037,0.388312676928253,0.388315257770769,0.415953414392985,0.415953414392985,,1,-0.000100447332472,-0.02
0.2754229,-3.55083710248993,1.27,-0.923559441281838,3.25936711893236,2.15402174457905,6.26808122689263,-1.86,7.5818,0.4501,3.83663068376231,-0.00117339109008,-1.01944360676402,-0.031096783302111,-0.2,0.441119907391888,0.294095618740549,0.247609890328057,0.168075016884317,0.007374484138929,,0.55708674413389,0.428744430241037,0.389203669340339,0.389209546644656,0.41624137345332,0.41624137345332,,1,-0.000101483778719,-0.02
0.2818383,-3.54858340061033,1.27,-0.912973056312391,3.25311236071294,2.1721477397405,6.25642849498388,-1.86,7.5818,0.4501,3.83656665261178,-0.001203958181784,-1.0252828823036,-0.030956457688805,-0.2,0.439420733753398,0.293141986447737,0.24774705407926,0.169661883863163,0.005851500323987,,0.55708674413389,0.428744430241037,0.390094661752488,0.390106179943701,0.416529332513675,0.416529332513675,,1,-0.000103778221234,-0.02
0.28840312,-3.54632969874047,1.27,-0.902453564288716,3.24686687231386,2.19054691625265,6.2446861713857,-1.86,7.5818,0.4501,3.83650262158965,-0.001235248320345,-1.03106274809952,-0.030793163461623,-0.2,0.437562934297275,0.292077972076015,0.247820740764376,0.171173390447676,0.004669865292847,,0.55708674413389,0.428744430241037,0.390985654166904,0.391005899240901,0.416817291574764,0.416817291574764,,1,-0.000108029596554,-0.02
0.29512092,-3.54407599680697,1.27,-0.892006986622621,3.24063870214403,2.20921890937805,6.23284009242708,-1.86,7.5818,0.4501,3.83643858994025,-0.001267305794881,-1.03677878399236,-0.030605586734227,-0.2,0.435543612703862,0.290903665290453,0.247830125053504,0.172604247459575,0.003769970529626,,0.55708674413389,0.428744430241037,0.391876646584853,0.391909399074707,0.417105250636993,0.417105250636993,,1,-0.000114997180451,-0.02
0.3019952,-3.54182229475013,1.27,-0.88163826861822,3.23443304284544,2.22816217576883,6.22088129989833,-1.86,7.5818,0.4501,3.83637455827543,-0.001300168425036,-1.04242559206124,-0.030392545160977,-0.2,0.433360383662225,0.289619001001794,0.247773895323982,0.173949860664343,0.003131953874652,,0.55708674413389,0.428744430241037,0.39276763900777,0.39281726386763,0.417393209700829,0.417393209700829,,1,-0.000125445209947,-0.02
0.30902954,-3.53956859251122,1.27,-0.871351271917425,3.22825122967382,2.24737289401627,6.20880717147429,-1.86,7.5818,0.4501,3.83631052717991,-0.00133386786558,-1.04799876919621,-0.030152992297726,-0.2,0.431011077688461,0.288223119640379,0.247650121839434,0.175206469857901,0.002769105337379,,0.55708674413389,0.428744430241037,0.393658631436301,0.39372991282178,0.417681168766479,0.417681168766479,,1,-0.000140094211232,-0.02
0.3162278,-3.53731489010834,1.27,-0.861148755755879,3.22209011385084,2.26684425983683,6.19662179064693,-1.86,7.5818,0.4501,3.83624649546957,-0.001368430165318,-1.05349580761516,-0.029886019162968,-0.2,0.428494819117053,0.286714651288939,0.247456518494682,0.176371152271812,0.002709030866763,,0.55708674413389,0.428744430241037,0.394549603127511,0.394647555246916,0.417969127833731,0.417969127833731,,1,-0.000159591301258,-0.02
0.32359364,-3.53506118759766,1.27,-0.851032327991607,3.21594222680128,2.28656675286778,6.18433724064814,-1.86,7.5818,0.4501,3.83618246453167,-0.001403876438847,-1.05891563319628,-0.029590853297004,-0.2,0.425813078175264,0.285092874904848,0.247190688995329,0.177441670102906,0.002939297050781,,0.55708674413389,0.428744430241037,0.395440424925717,0.395570157571222,0.418257086902402,0.418257086902402,,1,-0.000184528102975,-0.02
0.3311311,-3.53280748502892,1.27,-0.841002376466831,3.20979696436138,2.3065297062664,6.17196975572232,-1.86,7.5818,0.4501,3.83611843318435,-0.001440223524881,-1.06425592417845,-0.029266855610585,-0.2,0.422970035480738,0.283358635733574,0.246850372622934,0.17841642808637,0.00338770328947,,0.55708674413389,0.428744430241037,0.396330790232916,0.396497422365038,0.418545045972218,0.418545045972218,,1,-0.000215501714615,-0.02
0.33884412,-3.53055378246381,1.27,-0.831058026376019,3.2036430778627,2.32672450838927,6.15953718273254,-1.86,7.5818,0.450112132132688,3.83597463462889,-0.001477484533374,-1.06951222263429,-0.028913515312527,-0.2,0.419972393266861,0.281514557137897,0.246433322097215,0.179294488657623,0.003931185550001,,0.55708674413389,0.428744430241037,0.39722018023288,0.39742877900258,0.418833005042838,0.418833005042838,,1,-0.000253167706701,-0.02
0.34673681,-3.52830007998679,1.27,-0.821197186009647,3.19746870868156,2.34714480458402,6.14705805812521,-1.86,7.5818,0.450129168746042,3.83579858962423,-0.001515669218336,-1.07467838456479,-0.028530443216382,-0.2,0.416827953140453,0.279565068071237,0.245937261647854,0.180075625736462,0.004412491245865,,0.55708674413389,0.428744430241037,0.398107855128011,0.398363385077515,0.419120964113782,0.419120964113782,,1,-0.00029825714515,-0.02
0.3548134,-3.52604637764326,1.27,-0.811416723859582,3.19126182394537,2.36778681958477,6.13455106504082,-1.86,7.5818,0.450146205475576,3.83562254341905,-0.001554784147426,-1.07974814932107,-0.028117363856076,-0.2,0.413543993350036,0.277515616620815,0.24536017092668,0.180760555165203,0.004665710686222,,0.55708674413389,0.428744430241037,0.398992864469523,0.399300137348049,0.419408923184718,0.419408923184718,,1,-0.000351514243769,-0.02
0.3630781,-3.52379267544749,1.27,-0.801712771338269,3.18501062165,2.38864926456559,6.12203478403847,-1.86,7.5818,0.450163242166057,3.83544649761741,-0.001594832670243,-1.08471640107818,-0.0276741075356,-0.2,0.410127528753449,0.275371792520439,0.244700474582349,0.18135105517534,0.004536415372622,,0.55708674413389,0.428744430241037,0.399874070834367,0.400237690769766,0.419696882255394,0.419696882255394,,1,-0.000413627069605,-0.02
0.37153521,-3.52153897335824,1.27,-0.792081107297,3.17870377633457,2.40973273917374,6.10952695842981,-1.86,7.5818,0.450180278656617,3.83527045388162,-0.001635814717824,-1.08957748729428,-0.027200604484856,-0.2,0.406585666366705,0.273139054302665,0.243957162480696,0.181849778150551,0.003910276096989,,0.557086685785133,0.428744367276726,0.400750182140742,0.401174484065612,0.419984841325962,0.419984841325962,,1,-0.000485175378636,-0.019999999840182
0.3801894,-3.51928527130939,1.27,-0.782517566552813,3.17233095159346,2.43103929279659,6.09704289859592,-1.86,7.5818,0.45019731532257,3.83509440833344,-0.001677726497104,-1.09432454113952,-0.026696883250627,-0.2,0.402925446036732,0.270823083715849,0.243129999874789,0.18226002280728,0.002755969543665,,0.557086204142227,0.428743845676094,0.401619788799082,0.402108770262665,0.420272800396695,0.420272800396695,,1,-0.000566594770498,-0.019999997542267
0.38904511,-3.51703156922388,1.27,-0.773018420228443,3.16588403422677,2.45257290721028,6.0845951833169,-1.86,7.5818,0.450214351869619,3.83491836401394,-0.001720560174212,-1.09895047287398,-0.026163074524333,-0.2,0.399153737671666,0.268429747726781,0.242219429455199,0.182585684991154,0.001113524862498,,0.557084424897646,0.428741909033716,0.4024814026916,0.403038650676487,0.42056075946795,0.42056075946795,,1,-0.000658155275022,-0.019999984472753
0.39810714,-3.51477786703896,1.27,-0.763580689170919,3.15935557128248,2.47433650179643,6.07219457209171,-1.86,7.5818,0.450231388500149,3.83474231883179,-0.001764303665434,-1.10344717793688,-0.025599420697145,-0.2,0.395277068797315,0.265964499321694,0.24122618740926,0.182831185994812,-0.000939065738795,,0.55707985201094,0.428736906338187,0.40333349565674,0.403962110912732,0.420848718540361,0.420848718540361,,1,-0.000759950648419,-0.019999941181157
0.4073803,-3.51252416474731,1.27,-0.754202364616305,3.15273923998694,2.49633165887085,6.05985023205519,-1.86,7.5818,0.450248425218008,3.83456627274725,-0.001808940667697,-1.10780488890817,-0.025006290739872,-0.2,0.39130116456167,0.26343187855298,0.240151127575696,0.18300116471867,-0.003336903887808,,0.557070324260867,0.428726434855675,0.404174535739101,0.404877057587774,0.421136677614416,0.421136677614416,,0.999998882421677,-0.000871896068829,-0.019999834722203
0.4168694,-3.51027046238994,1.27,-0.744882520135283,3.14602987823315,2.51855806455551,6.04756970507854,-1.86,7.5818,0.450265461827795,3.83439022777945,-0.001854451051261,-1.11201308679346,-0.024384199010807,-0.2,0.387230227408562,0.260834870142243,0.23899517572909,0.183100002489082,-0.005990493018095,,0.557053022060305,0.428707344146149,0.405003019967882,0.405781354631056,0.421424636690238,0.421424636690238,,0.999990072275866,-0.000993742766065,-0.019999616995896
0.42657953,-3.50801676003246,1.27,-0.735621309253715,3.13922352934051,2.54101329831898,6.0353581248311,-1.86,7.5818,0.450282498438642,3.8342141828007,-0.001900811693676,-1.11606252165081,-0.023733825514534,-0.2,0.383067303282103,0.258174404222277,0.237759480883787,0.183131564943236,-0.008784120379273,,0.557024508823933,0.428675787137619,0.405817502842547,0.406672858193177,0.421712595767663,0.421712595767663,,0.999958924375085,-0.001125132761281,-0.019999223385263
