f (Hz),c1,c2,(c2-c3)/cn,c3,cn,cM,c4,c5,c6,chm,c7,c8,c9,c10,c11a,c11b,c11c,c11d,c1a,,s1,s2,s3,s4,s5,s6,,f3,f4,f5
0.4365158,-3.50576305773224,1.27,-0.726419863748139,3.13231831320157,2.56369409227398,6.02321749576647,-1.86,7.5818,0.450299534985334,3.83403813848489,-0.001947997748499,-1.11994350083504,-0.023056034936503,-0.2,0.378814802687287,0.255449892189199,0.236445490191516,0.183099392514535,-0.011563686671952,,0.556980794245051,0.428627305699733,0.406616620047634,0.407549449359474,0.422000554846285,0.422000554846285,,0.999882284730784,-0.001265742035797,-0.019998564194441
0.4466836,-3.50350935551342,1.27,-0.717280117564465,3.12531327704881,2.58659515524919,6.01114792540346,-1.86,7.5818,0.450316571673744,3.83386209270465,-0.001995984226766,-1.12364565175177,-0.022351892758232,-0.2,0.374473409173241,0.252660475720748,0.235055091457379,0.183007168429379,-0.014176466963598,,0.556917409915955,0.428556939649955,0.407399107200682,0.408409064043058,0.422288513925629,0.422288513925629,,0.999729428573444,-0.001415746317605,-0.019997486786592
0.4570882,-3.50125565338797,1.27,-0.708204568176445,3.11820782325576,2.60970898283628,5.99914954303194,-1.86,7.5818,0.450333608298315,3.83368604758408,-0.002044747680053,-1.12715912704133,-0.021622677472924,-0.2,0.370042022988452,0.249805957804459,0.233590562094491,0.18285885417572,-0.016508445554645,,0.556829490574959,0.428459349519064,0.40816381365982,0.409249719596548,0.422576473005335,0.422576473005335,,0.999463770734455,-0.001576249576717,-0.019995740175825
0.4677351,-3.49900195137833,1.27,-0.699195983439543,3.11100019140208,2.63302455249482,5.98722410593372,-1.86,7.5818,0.450350644836955,3.83351000335146,-0.002094267771537,-1.13047501967832,-0.020869888098017,-0.2,0.365519045539742,0.246886629430636,0.232054391186132,0.182657963850041,-0.018518942304904,,0.556711856610219,0.428328944887182,0.408909711586425,0.410069537834332,0.422864432085002,0.422864432085002,,0.999044904412925,-0.001749175271338,-0.019992984493657
0.4786301,-3.49674824947416,1.27,-0.690257069328543,3.10368757567716,2.65652849808682,5.97537468165147,-1.86,7.5818,0.450367681534896,3.83333395747274,-0.002144528576608,-1.13358522002001,-0.020095246261144,-0.2,0.360903279486865,0.243903139281916,0.230449187042092,0.182407516766255,-0.020199273792787,,0.556559095262486,0.428160011811474,0.409635900588802,0.410866764303954,0.423152391164348,0.423152391164348,,0.998430655689562,-0.001936673471765,-0.019988840980454
0.48977881,-3.49449454763663,1.27,-0.681390124714682,3.09626731720943,2.68020807899754,5.96360485059513,-1.86,7.5818,0.450384718129637,3.83315791266042,-0.0021955195187,-1.13648221891163,-0.019300692245976,-0.2,0.356194376631136,0.240856891898037,0.228777604108191,0.18211012445465,-0.021532320411382,,0.556365639069492,0.427946834539804,0.410341608358271,0.411639783766007,0.423440350243253,0.423440350243253,,0.997578946591284,-0.002140665753167,-0.019982933514168
0.5011872,-3.49224084582441,1.27,-0.67259671451947,3.08873671605848,2.70405233447781,5.9519177512607,-1.86,7.58179917562275,0.450402473131759,3.83296207864636,-0.002247235894486,-1.13915844516073,-0.018488374532641,-0.2,0.351393858852139,0.237750472834476,0.227042071807911,0.181767514104243,-0.022485383166763,,0.556125840488361,0.427683807727358,0.411026187765302,0.412387131951607,0.423728309321705,0.423728309321705,,0.996449342611363,-0.002362854391675,-0.019974899770643
0.51286131,-3.48998714398016,1.27,-0.663877392722388,3.0810935895562,2.72805432058679,5.94031585346064,-1.86,7.58179117172679,0.450426484819617,3.83259389943254,-0.002299678969964,-1.14160570132831,-0.017660632557244,-0.2,0.346505560937123,0.234587335046487,0.225244536952242,0.181380371528704,-0.023031344363261,,0.555834041700663,0.427365535967043,0.411689110910574,0.413107503763427,0.424016268399829,0.424016268399829,,0.995004224134492,-0.002604817570245,-0.019964395032717
0.5248075,-3.48773344206245,1.27,-0.655231508252734,3.0733352651902,2.75221084834435,5.92880206271487,-1.86,7.58178316772754,0.450450496817391,3.83222571546667,-0.002352855640753,-1.14381705587752,-0.016819972652879,-0.2,0.341534197005803,0.231371447404422,0.223386402974334,0.18094898261523,-0.023139074009801,,0.555484638445711,0.426986918355841,0.412329960628273,0.413799758156103,0.424303948195501,0.424303981657483,,0.993209568070717,-0.002868034755106,-0.019951099090662
0.5370318,-3.48547974004687,1.27,-0.646657123598828,3.0654591101569,2.77652413409546,5.91738024859345,-1.86,7.58177516382874,0.450474508513793,3.83185753612185,-0.002406777656295,-1.14578753879063,-0.01596903740851,-0.2,0.336483056947029,0.228106220938904,0.221468795574673,0.180474022971463,-0.022801394415214,,0.555072136401628,0.426543216990232,0.412948419925501,0.414462919992462,0.424589893106674,0.424590126266826,,0.991035358907717,-0.003153829835028,-0.019934727531122
0.5495409,-3.48322603794379,1.27,-0.638151055864296,3.05746091492437,2.80099969826655,5.90605578428102,-1.86,7.58176715989177,0.450498520324691,3.8314893550214,-0.002461460421567,-1.14751254158677,-0.015110568960017,-0.2,0.331352995406276,0.224793727721817,0.21949265402576,0.179956995821144,-0.022069203465005,,0.554591198608863,0.426030109412974,0.413544259809049,0.415096179218491,0.424871740470988,0.424872362576129,,0.988455669584228,-0.00346331425176,-0.019915040665465
0.5623413,-3.48097233579331,1.27,-0.62970901928912,3.04933660584418,2.82564891297393,5.89483456902581,-1.86,7.5817591560011,0.450522531996709,3.83112117605047,-0.002516921424674,-1.14898797945897,-0.014247366980786,-0.2,0.326143725334935,0.221435037866182,0.217458234231914,0.179399612454569,-0.021013747056494,,0.554036682879943,0.425443725973802,0.414117325906647,0.415698887728,0.425146699945482,0.425147613336948,,0.985448464415648,-0.003797343920513,-0.019891848126841
0.57543992,-3.47871863360716,1.27,-0.62132582293356,3.04108303612473,2.85048998569325,5.88372049756228,-1.86,7.58175115207322,0.450546543780343,3.83075299536808,-0.002573178396678,-1.15021253893289,-0.013382242358128,-0.2,0.320854693442704,0.218030057616829,0.215364940499315,0.178802834964481,-0.01967851529381,,0.553403668531493,0.424780673656339,0.414667524241274,0.416271432595482,0.425411917491465,0.425412308967148,,0.981995180664369,-0.004156488866512,-0.019865010067179
0.5888436,-3.47646493136774,1.27,-0.612995584085846,3.03269944145509,2.87554998309455,5.87271410227005,-1.86,7.58174314817264,0.450570555482068,3.83038481594163,-0.002630247366962,-1.15118853388157,-0.012517967735373,-0.2,0.315484880039536,0.214577073190838,0.213211967744913,0.178166792055872,-0.018093947357695,,0.552687472055402,0.424038048138181,0.415194806454112,0.416817771690489,0.4256647419856,0.425662600168135,,0.978080143759143,-0.004541011384318,-0.019834436323708
0.6025595,-3.47421122907068,1.27,-0.604711950093749,3.0241870460729,2.90086386717006,5.86181239239193,-1.86,7.58173514426684,0.450594567199475,3.83001663627472,-0.002688140811194,-1.15192165303293,-0.011657226287033,-0.2,0.310032671918899,0.211073182290622,0.210999054008511,0.17749093184138,-0.016316047437385,,0.551883651838972,0.423213435974859,0.415699154710964,0.417344077032874,0.425902910927399,0.425894539300059,,0.973689865527657,-0.004950826669072,-0.019800083445031
0.61659491,-3.47195752671755,1.27,-0.59646833563264,3.01554920574338,2.9264742174318,5.85100898899634,-1.86,7.58172714034619,0.450618578961417,3.82964845592494,-0.002746866085508,-1.15242004490492,-0.010802560293091,-0.2,0.304497660103936,0.207515386248536,0.208726741373851,0.176774558986126,-0.014458818278821,,0.55098800284689,0.422304908841719,0.416180566462561,0.417856946612433,0.426124669843319,0.426104231960928,,0.96881226618319,-0.005385518823238,-0.019761947741463
0.6309573,-3.46970382432215,1.27,-0.588258164578839,3.00679134857883,2.95243050272371,5.84029410687674,-1.86,7.58171913639613,0.450642590811602,3.8292802742221,-0.002806424293938,-1.1526927943045,-0.009956321303956,-0.2,0.298882118429406,0.203901384590614,0.20639634574485,0.176017375645771,-0.012667188590278,,0.549996543119615,0.421311011582591,0.416639044256865,0.418362185066734,0.426328838108905,0.42628796025708,,0.963435850161998,-0.005844659097531,-0.019720046955651
0.6456543,-3.46745012189932,1.27,-0.580075090794858,2.99791981352634,2.97878643807757,5.82965647111493,-1.86,7.58171113241064,0.450666602768074,3.82891209088953,-0.00286680965337,-1.15274866990319,-0.009120623974949,-0.2,0.293190563796355,0.200229594142282,0.204009710141555,0.175219548373792,-0.011067916183838,,0.548905494530616,0.42023074522763,0.417074605927561,0.418864043791884,0.426514832226199,0.426442279404601,,0.957549143000436,-0.006328207987205,-0.019674395516987
0.6606934,-3.46519641946377,1.27,-0.571913169537135,2.98894132116184,3.00559842423811,5.81908469475667,-1.86,7.58170312855133,0.450690614346021,3.82854391336101,-0.002928009325686,-1.15259633903006,-0.008297306069807,-0.2,0.28742890834895,0.196499083807846,0.201569119108663,0.174381606514732,-0.009740933174323,,0.547711260251014,0.419063545414868,0.417487299834571,0.419364811440757,0.426682656004042,0.426564089507672,,0.951141268514682,-0.0068364597826,-0.019624991631411
0.676083,-3.46294271705233,1.27,-0.563766966076149,2.97986136214986,3.03292222680338,5.80856805941928,-1.86,7.58168962252602,0.450734591579933,3.82791571788094,-0.00299000361939,-1.15224401507146,-0.007487897764301,-0.2,0.281605092513624,0.192710223488217,0.199077520094341,0.173504598730522,-0.008732419743339,,0.546410400976905,0.417809256061405,0.417877219956478,0.419864667690322,0.426832865709339,0.426650684569299,,0.944202819684328,-0.007369886171599,-0.019571810047591
0.69183093,-3.46068901472926,1.27,-0.555631602780817,2.9706853131115,3.06081458397963,5.79809730857046,-1.86,7.58167258597595,0.450791380080166,3.82712067887768,-0.003052766456357,-1.15169904829259,-0.00669360425185,-0.2,0.275728471985731,0.18886514166781,0.196538478715525,0.172589826234298,-0.008075433168527,,0.544999611533587,0.416468097954316,0.418244520667122,0.420361730122207,0.426966517159625,0.426699781008831,,0.936726721770139,-0.007929115125437,-0.01951479505566
0.7079458,-3.45843531248224,1.27,-0.547502759738741,2.96141705921507,3.08933065473896,5.78766455858484,-1.86,7.58165554929511,0.450848169016312,3.82632563377164,-0.003116266040025,-1.15096708116245,-0.00591530619561,-0.2,0.269808791174204,0.184967784047668,0.193955515825189,0.171638252155875,-0.007797464989054,,0.543475699079905,0.415040632209188,0.418589430961584,0.420852236411738,0.427085100720971,0.426709528115019,,0.928709055882966,-0.008515341629279,-0.019453846718036
0.72443592,-3.45618161023161,1.27,-0.539376655340265,2.9520596897689,3.11852519591857,5.77726402327087,-1.86,7.5816385127316,0.450904957561349,3.82553059414111,-0.00318046568544,-1.15005093516768,-0.005153579998399,-0.2,0.263856836451793,0.181023586014156,0.191331572200167,0.170650196347868,-0.007919879998278,,0.541835563632556,0.413527719080402,0.418910881070825,0.421330814857897,0.427190469147126,0.426678503009985,,0.920149798215203,-0.009130806123168,-0.019388808025784
0.74131023,-3.45392790789463,1.27,-0.531250030573744,2.94261490757156,3.14845140952774,5.76689143957903,-1.86,7.58162147608118,0.450961746396058,3.82473555045519,-0.003245324777459,-1.14895166130224,-0.004408733640299,-0.2,0.257885752685835,0.177038690683275,0.188669066907507,0.16962519125084,-0.008437095928389,,0.540076195250035,0.411930488251233,0.419202166618357,0.421790805741632,0.427284762147623,0.426605692748709,,0.9110534198247,-0.009779128660657,-0.019319457205188
0.7585776,-3.45167420543381,1.27,-0.523120152744233,2.93308341665536,3.17916143725491,5.75654461530989,-1.86,7.58160443942479,0.451018535250714,3.82394050649001,-0.003310799826507,-1.14767060529261,-0.003680850553594,-0.2,0.251912390903793,0.173019438606936,0.185970363012663,0.168562407236444,-0.009304825540267,,0.538194730499197,0.410250367974229,0.419452740878257,0.422224604193883,0.427370330763567,0.42649046613301,,0.901429283543375,-0.010465402330206,-0.019245508187584
0.7762471,-3.44942050284377,1.27,-0.514984843943159,2.92346429791581,3.21070477580562,5.74622403015641,-1.86,7.58158740284423,0.451075323852568,3.82314546606405,-0.003376845592965,-1.14620953533324,-0.002969834498374,-0.2,0.245957960172308,0.168972804915507,0.183238065238186,0.16746130349285,-0.010455601594621,,0.536188525446037,0.40848912912371,0.419650933497702,0.422624002240197,0.427449664027569,0.426332537743832,,0.891291770353132,-0.011195875244214,-0.019166625256375
0.79432821,-3.44716680017743,1.27,-0.506842530014949,2.91375496544083,3.24312753586869,5.73593262159765,-1.86,7.58157036623065,0.451132112564507,3.8223504240969,-0.003443416250594,-1.14456962785381,-0.002275449479863,-0.2,0.240047300273136,0.164906383329553,0.180474811077526,0.166322250504406,-0.011800101877098,,0.534055229735815,0.4066489273107,0.419785893348714,0.422980513448502,0.427525319879376,0.426131926542196,,0.88066006895243,-0.011977586125117,-0.019082438884051
0.81283044,-3.44491309759735,1.27,-0.498692300575707,2.90395199925871,3.27647328296911,5.72567502977819,-1.86,7.58155332965619,0.451188901146048,3.82155538395533,-0.003510466556703,-1.14275081077943,-0.001597349359909,-0.2,0.234207049780106,0.160827698484618,0.177682877629443,0.165146348797117,-0.013254307125148,,0.531792860390099,0.404732340450723,0.419848884428637,0.42328566829173,0.427599861833483,0.425888911140825,,0.869557571498004,-0.012818042814316,-0.018992559325455
0.8317637,-3.44265939530011,1.27,-0.490533964449051,2.89405107229876,3.31078210684725,5.71545717649163,-1.86,7.58153629302934,0.451245689902189,3.82076034136936,-0.003577952993984,-1.14075290857231,-0.000935094659527,-0.2,0.228463242508728,0.156743210561269,0.174864202749686,0.163935165446706,-0.014751588925499,,0.529399874191794,0.402742399416835,0.41983405127075,0.423531272120755,0.427675802416204,0.425603983553763,,0.858010838369853,-0.013724807634673,-0.018896590268444
0.8511381,-3.44040569336991,1.27,-0.482368079449703,2.88404749452312,3.34609101075772,5.705285695878,-1.86,7.58151925629161,0.451302479027959,3.81996529360857,-0.003645834848859,-1.13857672818052,-0.000288159206263,-0.2,0.222838220055097,0.152657891858109,0.172020805963089,0.16269072749926,-0.016237189694857,,0.526875237558076,0.400682610112392,0.419738759031853,0.423709620718259,0.42775555396046,0.42527780289197,,0.846048126844621,-0.014704684272009,-0.018794147848276
0.8709636,-3.4381519917588,1.27,-0.474195941592934,2.87393685962637,3.38243481004577,5.69516736468173,-1.86,7.58150221971604,0.451359267613205,3.81917025341513,-0.00371407519649,-1.13622445931336,0.000344067650302,-0.2,0.217349940211133,0.148575381326863,0.169155090874842,0.161415430019616,-0.017662031501377,,0.524218492591262,0.398556966247658,0.419563603588635,0.423813670898887,0.427841386996058,0.424911150065466,,0.833697526528298,-0.015763128599282,-0.018684875003658
0.8912509,-3.43589829031668,1.27,-0.466019537103238,2.86371479391487,3.41984545073228,5.68510824176705,-1.86,7.58148518313547,0.451416056215111,3.81837521298844,-0.003782641773147,-1.13369781288088,0.000962279799449,-0.2,0.212012831031776,0.144498849493619,0.166269447822987,0.160111540928786,-0.018974519783492,,0.521429817847099,0.396369952906684,0.419312177448711,0.423837165776529,0.427935396298102,0.42450488420643,,0.820984812005844,-0.016904272177224,-0.018568445440845
0.9120108,-3.4336445888487,1.27,-0.45784147294609,2.85337814835338,3.45835456575124,5.67511261100774,-1.86,7.58146814651498,0.451472844950081,3.81758017069886,-0.003851507729265,-1.13099634549908,0.001567253001279,-0.2,0.206838190966418,0.140431766765733,0.163365819437516,0.158780878719902,-0.020139567671693,,0.518510082260203,0.394126541240905,0.41899066721378,0.423774716142792,0.42803947444056,0.424059901367255,,0.807931213651761,-0.018131150366785,-0.018444565951627
0.93325424,-3.43139088718296,1.27,-0.449664901287419,2.84292497042484,3.49799365243198,5.66518294400956,-1.86,7.58145110991049,0.451529633631714,3.816785129156,-0.003920652267083,-1.12811795320095,0.002159842839208,-0.2,0.201833760146658,0.13637809245777,0.16044568346818,0.157425061431285,-0.021147119831057,,0.515460890596375,0.391832174437149,0.418607346408003,0.423621840882334,0.428155292475583,0.423577095996687,,0.794551424994054,-0.019446258112815,-0.018312979377168
0.9549925,-3.42913718523342,1.27,-0.441493445343379,2.83235389325746,3.5387929531826,5.65532064276142,-1.86,7.58143407330817,0.451586422306101,3.81599008771458,-0.003990061171906,-1.12505928326919,0.002740981573415,-0.2,0.19700474190185,0.132341901132664,0.157509917027341,0.156045516694971,-0.02199471758916,,0.512284618612647,0.389492744672935,0.418172014541853,0.423374970483693,0.428284287208447,0.423057325554069,,0.780852314116464,-0.020852514868648,-0.018173465602224
0.9772371,-3.42688348295682,1.27,-0.433331124340213,2.82166411639463,3.58078159919203,5.64552620930801,-1.86,7.58141703671234,0.451643210958865,3.81519504657589,-0.004059727243872,-1.12181533040438,0.003311673593703,-0.2,0.192354711552637,0.128326945866255,0.154558497840861,0.154643289388168,-0.022669049141263,,0.508984435988473,0.387114560158253,0.417695421187024,0.423031418643105,0.428427654457717,0.422501378312123,,0.766832992147387,-0.022354195666547,-0.018025841919715
1,-3.42462978034773,1.27,-0.425182270213975,2.81085524644915,3.6239875328614,5.63579925238322,-1.86,7.5814,0.4517,3.8144,-0.004129650628705,-1.11837939643176,0.003872989278389,-0.2,0.187885793800162,0.12433636143791,0.15159094871615,0.153219130194101,-0.023136392194104,,0.505564315252483,0.384704300835637,0.417188704075653,0.422589327549432,0.428586347557115,0.42190994408214,,0.752487118225351,-0.023957696293207,-0.017869964413333
1.023293,-3.42237607743027,1.27,-0.417051427882395,2.79992717544555,3.6684376869631,5.6261394744008,-1.86,7.58135197644759,0.451812054955626,3.81277520314343,-0.004199839035543,-1.11474381930174,0.004426057170371,-0.2,0.183598175602317,0.12037293520698,0.148606835819198,0.151773600171311,-0.023388997682578,,0.502029025264942,0.382268961131073,0.416662863074316,0.422047592559567,0.428761080212174,0.42128358738301,,0.737807086233627,-0.02567208000423,-0.017705730914588
1.047129,-3.42012237425466,1.27,-0.40894323621355,2.78887893714395,3.71415590879414,5.61654702020923,-1.86,7.58130395202647,0.451924111938243,3.81115037689548,-0.00427030782296,-1.11090072347398,0.004972054488469,-0.2,0.179490030841166,0.116439763341789,0.145605942882677,0.150306738903161,-0.023457135836151,,0.49838410822149,0.379815778158216,0.416128286490104,0.421405772121673,0.428952401374937,0.420622782875686,,0.722785112851909,-0.027508734363102,-0.017533083894034
1.0715192,-3.41786867092887,1.27,-0.400862294907005,2.77771135672254,3.76117029682801,5.60702146252433,-1.86,7.5812559295948,0.452036164278791,3.80952561795753,-0.004341079933553,-1.10684262292697,0.00551219609673,-0.2,0.175557151503431,0.112540923583901,0.142588067063027,0.148818020408105,-0.02339808262054,,0.494635839539679,0.377352143932906,0.415594341888698,0.420663988862472,0.429160977341481,0.419928142490434,,0.707413233352868,-0.029479660302343,-0.017352013881264
1.096478,-3.41561496759946,1.27,-0.392813035495617,2.76642398310951,3.80950693558693,5.59756094055053,-1.86,7.58120790622638,0.452148218805121,3.80790082732575,-0.004412185660713,-1.10256361489357,0.006047722139991,-0.2,0.171794093977087,0.108681532713817,0.139552855624247,0.147306638858804,-0.023276531856846,,0.490791170543081,0.37488550088939,0.4150690404529,0.419822827636285,0.429387664942553,0.41920049883894,,0.69168329737086,-0.031595975163997,-0.017162562761758
1.1220182,-3.41336126441817,1.27,-0.384799625912618,2.75428287210341,3.85728772106568,5.58816202201096,-1.86,7.58115988278931,0.452260273491602,3.80627603437177,-0.004483662235239,-1.09805964329868,0.006579884597816,-0.2,0.168196954643686,0.104867724741498,0.136500059876944,0.145771520398404,-0.0231372128815,,0.486857654422505,0.37242322144429,0.414558781189056,0.418883236138447,0.429633514066668,0.418440936352117,,0.675586964532336,-0.033867209244753,-0.01696483243944
1.1481534,-3.411107561471,1.27,-0.376825930816614,2.74195668868151,3.90619797711811,5.57881991638729,-1.86,7.58111185918228,0.452372328574669,3.80465123566729,-0.004555553225772,-1.09332887032924,0.00710993299889,-0.2,0.16476379031158,0.101106487408737,0.1334294770167,0.144211396013423,-0.023008877761003,,0.482843356621997,0.369972474206006,0.414068178370646,0.417846433384519,0.429899767731796,0.417650819324045,,0.659115700156876,-0.036300894778352,-0.016758994463196
1.1748973,-3.40885385877483,1.27,-0.368895537225099,2.72947920559216,3.95634822955744,5.56952880026348,-1.86,7.58106383569581,0.452484383376434,3.80302644104171,-0.004627907756679,-1.08837159284391,0.007639099492113,-0.2,0.161492557991797,0.097404683426337,0.130340713088565,0.142624990807089,-0.022930487784428,,0.478756751596139,0.367540081228495,0.41359997410533,0.416713830765994,0.430187858289212,0.416831814888504,,0.642260770795486,-0.038902436722978,-0.016545289932154
1.2022641,-3.40660015629227,1.27,-0.361011843800642,2.71689438277408,4.00788618883397,5.56028271283218,-1.86,7.58101581228706,0.452596437996868,3.80140164904541,-0.004700779558516,-1.0831894850759,0.008168583426218,-0.2,0.158379766632953,0.093768156533343,0.127233269927588,0.141010902872796,-0.02294540586645,,0.474606608978102,0.365132372226398,0.413155037679397,0.415486969586855,0.430499398378488,0.415985909123379,,0.625013239597321,-0.041675343304991,-0.016324019850021
1.230269,-3.40434645394045,1.27,-0.353178201369938,2.70425720076514,4.06100148650687,5.55107595490626,-1.86,7.58096778778137,0.452708495176816,3.79977681993616,-0.00477422587731,-1.07778572098105,0.008699535571784,-0.2,0.155421171644987,0.090201124856897,0.124106767515656,0.139367711999909,-0.023088150503432,,0.470401873670618,0.362755042849244,0.412732453548749,0.414167478172287,0.430836165571003,0.415115414695614,,0.60736396159243,-0.044621467637306,-0.016095536941547
1.258926,-3.40209275164572,1.27,-0.34539807854312,2.69161814304293,4.11588318336707,5.5419037844741,-1.86,7.58091976365875,0.45282055146291,3.7981520037878,-0.00484830627807,-1.0721644874031,0.009233042133857,-0.2,0.152612993696545,0.086706050426076,0.120960828183318,0.137693778125781,-0.02336898359655,,0.466151546081829,0.360413025219231,0.412329675672499,0.41275705064317,0.431200080012237,0.414222968587582,,0.589307032345503,-0.047740744258129,-0.015860243744986
1.28825,-3.39983904933332,1.27,-0.337675217724956,2.67901929604042,4.1727056712468,5.53276299596386,-1.86,7.58087174037075,0.452932605801587,3.79652721587699,-0.004923081385288,-1.06633039171345,0.009770108755368,-0.2,0.149951381938032,0.083284121225615,0.11779504228266,0.135986912811259,-0.023804270266405,,0.461864570789395,0.358110380592699,0.411942656936002,0.411257448205071,0.431593174682935,0.413311518655343,,0.57085319436644,-0.051030943548004,-0.015618591491331
1.318257,-3.39758534696706,1.27,-0.330013749836848,2.66649674488961,4.23163200193934,5.52365161282526,-1.86,7.58082371714623,0.453044659992128,3.79490243011415,-0.004998611609361,-1.06028746677045,0.010311644814259,-0.2,0.147431634568769,0.079935589019608,0.114608915014606,0.134244742893388,-0.024401685220433,,0.457549744421666,0.35585022647064,0.41156599539492,0.409670522385073,0.432017558172095,0.412384298191517,,0.552037906369122,-0.054487628717116,-0.015371079367345
1.348963,-3.39533164455413,1.27,-0.322418248493234,2.65408141726884,4.29281352323296,5.51456818156071,-1.86,7.58071377253105,0.453214969958602,3.79254790555887,-0.005074955912723,-1.05403889981132,0.01085844847258,-0.2,0.145047525574461,0.076659901915243,0.111401744496855,0.132464996531833,-0.025115673793149,,0.453215656259125,0.35363471369201,0.411193113534437,0.407998258057532,0.432475370099005,0.411444788191808,,0.532922693660382,-0.058104276377144,-0.015118252790766
1.3803842,-3.39307794210242,1.27,-0.314893721339752,2.64179109604872,4.35636217264756,5.50551151597265,-1.86,7.58054340731368,0.453442123581766,3.78948133164616,-0.005152170671571,-1.04758873542442,0.011411193106592,-0.2,0.14279113524201,0.073455598784896,0.108172588359794,0.130645527274179,-0.025879819140328,,0.448870678181566,0.351465072721394,0.410816463903525,0.406242832225326,0.432968729553749,0.410496667470225,,0.513592244049471,-0.061872460803889,-0.014860699450686
1.4125374,-3.39082423963046,1.27,-0.307445549380771,2.62962650557325,4.4223326969985,5.49648058278474,-1.86,7.58037304151732,0.453669277976904,3.7864147473118,-0.005230308686577,-1.04094231851723,0.011970415875637,-0.2,0.140653428847776,0.070320225183726,0.104920556065352,0.128784306403951,-0.026643946036487,,0.444523024317912,0.349341752380488,0.410427751821018,0.404406682235596,0.433499677290604,0.409543751109361,,0.494149116805912,-0.065782024987134,-0.014599043832663
1.44544,-3.38857053716235,1.27,-0.300079387154625,2.61757216645633,4.49071887021002,5.48747441875257,-1.86,7.58020267337866,0.453896435495118,3.7833481208159,-0.005309418387848,-1.03410621233324,0.012536509224561,-0.2,0.138624620558817,0.067251083594137,0.101645234786843,0.126879665213637,-0.02737590899631,,0.440180904958374,0.347264678676156,0.410018505080734,0.402492678942408,0.434070112778776,0.408589918027205,,0.474707436641904,-0.069821075000709,-0.014333941620303
1.4791082,-3.38631683477828,1.27,-0.292801027857905,2.60561063608378,4.56149572238505,5.47849214802008,-1.86,7.58003230928582,0.45412358761891,3.78028156714472,-0.005389543265564,-1.02708817836737,0.013109716024417,-0.2,0.136695392295709,0.06424546904516,0.098346873659539,0.124930857958515,-0.028046614711141,,0.435852732946677,0.345233589091875,0.409581629588446,0.400504601331937,0.434681727522847,0.407639028695562,,0.455386538995801,-0.073975885178729,-0.014066073016136
1.513561,-3.38406313260613,1.27,-0.285616236086115,2.59373349529649,4.63465772617133,5.4695342752912,-1.86,7.57986194335139,0.454350742198149,3.77721498032499,-0.005470721539505,-1.0198974723856,0.013690128822497,-0.2,0.134859102989352,0.061300604768068,0.095026079852938,0.122938100676824,-0.028636396659327,,0.431547143305591,0.343248181173462,0.409111801685049,0.398447269859802,0.435335936332166,0.40669483432213,,0.436305206756337,-0.078231644410338,-0.013796127961253
1.5488164,-3.38180943075245,1.27,-0.278530559818695,2.58194281560664,4.71022934237675,5.46060330397686,-1.86,7.57969157697509,0.454577897366551,3.77414838555157,-0.005552986060773,-1.01254363033465,0.014277693316879,-0.2,0.133112345208075,0.058413545688508,0.091683807360886,0.120901740654337,-0.029129138273835,,0.427272951705778,0.341308198701519,0.408605462818026,0.396326511398345,0.436033808638673,0.405760879265125,,0.417576881949469,-0.08257351843964,-0.013524788880651
1.584893,-3.3795557292558,1.27,-0.271549142943071,2.57024846846475,4.78826209640198,5.45170340476983,-1.86,7.57952121062018,0.454805052506428,3.77108179116322,-0.005636364420525,-1.00503485472555,0.014872215771442,-0.2,0.131452125987491,0.055581480825251,0.088321536216152,0.118821770727198,-0.029497040255584,,0.423039109944836,0.339413511296375,0.40806078466816,0.394149065381713,0.436776002650459,0.404840399159801,,0.399306039627536,-0.086987552263263,-0.01325271718146
1.62181,-3.37730202804989,1.27,-0.264676567286832,2.5586647573345,4.86882828557304,5.44283948012355,-1.86,7.57935084395824,0.45503220805568,3.76801519124832,-0.005720879226123,-0.99737757680703,0.015473373757257,-0.2,0.129873739997995,0.052802106902954,0.084941295358608,0.116697632225816,-0.029731884118013,,0.418854659510673,0.337564185234721,0.407477604072053,0.391922542578842,0.437562705923043,0.403936218141238,,0.381585766178352,-0.091461721886918,-0.012980541559706
1.659587,-3.37504832695829,1.27,-0.257916749147961,2.54721163591978,4.95203060731457,5.43401635983518,-1.86,7.57918047689379,0.455259364141616,3.76494858408819,-0.005806548496376,-0.989576099050072,0.016080729418105,-0.2,0.128372251709519,0.050073272958444,0.081545397678846,0.114528070508267,-0.02985243677817,,0.414728683432156,0.335760544053773,0.406857328253223,0.389655388134532,0.43839358677587,0.403050649733859,,0.364496482652387,-0.095987241458837,-0.012708844957391
1.698244,-3.37279462573596,1.27,-0.251272899631688,2.5359154720025,5.03801036187374,5.42523890073895,-1.86,7.57901010958469,0.455486520553754,3.76188197252433,-0.005893386124747,-0.981633644737446,0.016693744399085,-0.2,0.126944167714594,0.047392624903773,0.078136098356459,0.112311130291207,-0.029864257958664,,0.410670255944178,0.334003218001405,0.406202810682037,0.387356822064163,0.439267762009018,0.402185407533163,,0.348105688177312,-0.100559768037153,-0.012438154517981
