cell_names,q1UTMx,q1UTMy,q1UTMz,q2UTMx,q2UTMy,q2UTMz,q3UTMx,q3UTMy,q3UTMz,q4UTMx,q4UTMy,q4UTMz,q5UTMx,q5UTMy,q5UTMz,q6UTMx,q6UTMy,q6UTMz,q7UTMx,q7UTMy,q7UTMz,q8UTMx,q8UTMy,q8UTMz,mptUTMx,mptUTMy,mptUTMz,zoneUTM
c.0,-150.0,3300.0,-30.0,-125.0,3300.0,-30.0,-150.0,3325.0,-30.0,-125.0,3325.0,-30.0,-150.0,3300.0,0.0,-125.0,3300.0,0.0,-150.0,3325.0,0.0,-125.0,3325.0,0.0,-137.5,3312.5,-15.0,11S
c.1,-150.0,3325.0,-30.0,-125.0,3325.0,-30.0,-150.0,3350.0,-30.0,-125.0,3350.0,-30.0,-150.0,3325.0,0.0,-125.0,3325.0,0.0,-150.0,3350.0,0.0,-125.0,3350.0,0.0,-137.5,3337.5,-15.0,11S
c.2,-150.0,3350.0,-30.0,-125.0,3350.0,-30.0,-150.0,3375.0,-30.0,-125.0,3375.0,-30.0,-150.0,3350.0,0.0,-125.0,3350.0,0.0,-150.0,3375.0,0.0,-125.0,3375.0,0.0,-137.5,3362.5,-15.0,11S
c.3,-150.0,3375.0,-30.0,-125.0,3375.0,-30.0,-150.0,3400.0,-30.0,-125.0,3400.0,-30.0,-150.0,3375.0,0.0,-125.0,3375.0,0.0,-150.0,3400.0,0.0,-125.0,3400.0,0.0,-137.5,3387.5,-15.0,11S
c.4,-150.0,3400.0,-30.0,-125.0,3400.0,-30.0,-150.0,3425.0,-30.0,-125.0,3425.0,-30.0,-150.0,3400.0,0.0,-125.0,3400.0,0.0,-150.0,3425.0,0.0,-125.0,3425.0,0.0,-137.5,3412.5,-15.0,11S
c.5,-150.0,3425.0,-30.0,-125.0,3425.0,-30.0,-150.0,3450.0,-30.0,-125.0,3450.0,-30.0,-150.0,3425.0,0.0,-125.0,3425.0,0.0,-150.0,3450.0,0.0,-125.0,3450.0,0.0,-137.5,3437.5,-15.0,11S
c.6,-150.0,3450.0,-30.0,-125.0,3450.0,-30.0,-150.0,3475.0,-30.0,-125.0,3475.0,-30.0,-150.0,3450.0,0.0,-125.0,3450.0,0.0,-150.0,3475.0,0.0,-125.0,3475.0,0.0,-137.5,3462.5,-15.0,11S
c.7,-150.0,3475.0,-30.0,-125.0,3475.0,-30.0,-150.0,3500.0,-30.0,-125.0,3500.0,-30.0,-150.0,3475.0,0.0,-125.0,3475.0,0.0,-150.0,3500.0,0.0,-125.0,3500.0,0.0,-137.5,3487.5,-15.0,11S
c.8,-150.0,3500.0,-30.0,-125.0,3500.0,-30.0,-150.0,3525.0,-30.0,-125.0,3525.0,-30.0,-150.0,3500.0,0.0,-125.0,3500.0,0.0,-150.0,3525.0,0.0,-125.0,3525.0,0.0,-137.5,3512.5,-15.0,11S
c.9,-150.0,3525.0,-30.0,-125.0,3525.0,-30.0,-150.0,3550.0,-30.0,-125.0,3550.0,-30.0,-150.0,3525.0,0.0,-125.0,3525.0,0.0,-150.0,3550.0,0.0,-125.0,3550.0,0.0,-137.5,3537.5,-15.0,11S
c.10,-150.0,3550.0,-30.0,-125.0,3550.0,-30.0,-150.0,3575.0,-30.0,-125.0,3575.0,-30.0,-150.0,3550.0,0.0,-125.0,3550.0,0.0,-150.0,3575.0,0.0,-125.0,3575.0,0.0,-137.5,3562.5,-15.0,11S
c.11,-150.0,3575.0,-30.0,-125.0,3575.0,-30.0,-150.0,3600.0,-30.0,-125.0,3600.0,-30.0,-150.0,3575.0,0.0,-125.0,3575.0,0.0,-150.0,3600.0,0.0,-125.0,3600.0,0.0,-137.5,3587.5,-15.0,11S
c.12,-150.0,3600.0,-30.0,-125.0,3600.0,-30.0,-150.0,3625.0,-30.0,-125.0,3625.0,-30.0,-150.0,3600.0,0.0,-125.0,3600.0,0.0,-150.0,3625.0,0.0,-125.0,3625.0,0.0,-137.5,3612.5,-15.0,11S
c.13,-150.0,3625.0,-30.0,-125.0,3625.0,-30.0,-150.0,3650.0,-30.0,-125.0,3650.0,-30.0,-150.0,3625.0,0.0,-125.0,3625.0,0.0,-150.0,3650.0,0.0,-125.0,3650.0,0.0,-137.5,3637.5,-15.0,11S
c.14,-150.0,3650.0,-30.0,-125.0,3650.0,-30.0,-150.0,3675.0,-30.0,-125.0,3675.0,-30.0,-150.0,3650.0,0.0,-125.0,3650.0,0.0,-150.0,3675.0,0.0,-125.0,3675.0,0.0,-137.5,3662.5,-15.0,11S
c.15,-150.0,3675.0,-30.0,-125.0,3675.0,-30.0,-150.0,3700.0,-30.0,-125.0,3700.0,-30.0,-150.0,3675.0,0.0,-125.0,3675.0,0.0,-150.0,3700.0,0.0,-125.0,3700.0,0.0,-137.5,3687.5,-15.0,11S
c.16,-150.0,3700.0,-30.0,-125.0,3700.0,-30.0,-150.0,3725.0,-30.0,-125.0,3725.0,-30.0,-150.0,3700.0,0.0,-125.0,3700.0,0.0,-150.0,3725.0,0.0,-125.0,3725.0,0.0,-137.5,3712.5,-15.0,11S
c.17,-150.0,3725.0,-30.0,-125.0,3725.0,-30.0,-150.0,3750.0,-30.0,-125.0,3750.0,-30.0,-150.0,3725.0,0.0,-125.0,3725.0,0.0,-150.0,3750.0,0.0,-125.0,3750.0,0.0,-137.5,3737.5,-15.0,11S
c.18,-150.0,3750.0,-30.0,-125.0,3750.0,-30.0,-150.0,3775.0,-30.0,-125.0,3775.0,-30.0,-150.0,3750.0,0.0,-125.0,3750.0,0.0,-150.0,3775.0,0.0,-125.0,3775.0,0.0,-137.5,3762.5,-15.0,11S
c.19,-150.0,3775.0,-30.0,-125.0,3775.0,-30.0,-150.0,3800.0,-30.0,-125.0,3800.0,-30.0,-150.0,3775.0,0.0,-125.0,3775.0,0.0,-150.0,3800.0,0.0,-125.0,3800.0,0.0,-137.5,3787.5,-15.0,11S
c.20,-150.0,3800.0,-30.0,-125.0,3800.0,-30.0,-150.0,3825.0,-30.0,-125.0,3825.0,-30.0,-150.0,3800.0,0.0,-125.0,3800.0,0.0,-150.0,3825.0,0.0,-125.0,3825.0,0.0,-137.5,3812.5,-15.0,11S
c.21,-150.0,3825.0,-30.0,-125.0,3825.0,-30.0,-150.0,3850.0,-30.0,-125.0,3850.0,-30.0,-150.0,3825.0,0.0,-125.0,3825.0,0.0,-150.0,3850.0,0.0,-125.0,3850.0,0.0,-137.5,3837.5,-15.0,11S
c.22,-150.0,3850.0,-30.0,-125.0,3850.0,-30.0,-150.0,3875.0,-30.0,-125.0,3875.0,-30.0,-150.0,3850.0,0.0,-125.0,3850.0,0.0,-150.0,3875.0,0.0,-125.0,3875.0,0.0,-137.5,3862.5,-15.0,11S
c.23,-150.0,3875.0,-30.0,-125.0,3875.0,-30.0,-150.0,3900.0,-30.0,-125.0,3900.0,-30.0,-150.0,3875.0,0.0,-125.0,3875.0,0.0,-150.0,3900.0,0.0,-125.0,3900.0,0.0,-137.5,3887.5,-15.0,11S
c.24,-150.0,3900.0,-30.0,-125.0,3900.0,-30.0,-150.0,3925.0,-30.0,-125.0,3925.0,-30.0,-150.0,3900.0,0.0,-125.0,3900.0,0.0,-150.0,3925.0,0.0,-125.0,3925.0,0.0,-137.5,3912.5,-15.0,11S
c.25,-150.0,3925.0,-30.0,-125.0,3925.0,-30.0,-150.0,3950.0,-30.0,-125.0,3950.0,-30.0,-150.0,3925.0,0.0,-125.0,3925.0,0.0,-150.0,3950.0,0.0,-125.0,3950.0,0.0,-137.5,3937.5,-15.0,11S
c.26,-150.0,3950.0,-30.0,-125.0,3950.0,-30.0,-150.0,3975.0,-30.0,-125.0,3975.0,-30.0,-150.0,3950.0,0.0,-125.0,3950.0,0.0,-150.0,3975.0,0.0,-125.0,3975.0,0.0,-137.5,3962.5,-15.0,11S
c.27,-150.0,3975.0,-30.0,-125.0,3975.0,-30.0,-150.0,4000.0,-30.0,-125.0,4000.0,-30.0,-150.0,3975.0,0.0,-125.0,3975.0,0.0,-150.0,4000.0,0.0,-125.0,4000.0,0.0,-137.5,3987.5,-15.0,11S
c.28,-150.0,4000.0,-30.0,-125.0,4000.0,-30.0,-150.0,4025.0,-30.0,-125.0,4025.0,-30.0,-150.0,4000.0,0.0,-125.0,4000.0,0.0,-150.0,4025.0,0.0,-125.0,4025.0,0.0,-137.5,4012.5,-15.0,11S
c.29,-150.0,4025.0,-30.0,-125.0,4025.0,-30.0,-150.0,4050.0,-30.0,-125.0,4050.0,-30.0,-150.0,4025.0,0.0,-125.0,4025.0,0.0,-150.0,4050.0,0.0,-125.0,4050.0,0.0,-137.5,4037.5,-15.0,11S
c.30,-150.0,4050.0,-30.0,-125.0,4050.0,-30.0,-150.0,4075.0,-30.0,-125.0,4075.0,-30.0,-150.0,4050.0,0.0,-125.0,4050.0,0.0,-150.0,4075.0,0.0,-125.0,4075.0,0.0,-137.5,4062.5,-15.0,11S
c.31,-150.0,4075.0,-30.0,-125.0,4075.0,-30.0,-150.0,4100.0,-30.0,-125.0,4100.0,-30.0,-150.0,4075.0,0.0,-125.0,4075.0,0.0,-150.0,4100.0,0.0,-125.0,4100.0,0.0,-137.5,4087.5,-15.0,11S
c.32,-150.0,4100.0,-30.0,-125.0,4100.0,-30.0,-150.0,4125.0,-30.0,-125.0,4125.0,-30.0,-150.0,4100.0,0.0,-125.0,4100.0,0.0,-150.0,4125.0,0.0,-125.0,4125.0,0.0,-137.5,4112.5,-15.0,11S
c.33,-150.0,4125.0,-30.0,-125.0,4125.0,-30.0,-150.0,4150.0,-30.0,-125.0,4150.0,-30.0,-150.0,4125.0,0.0,-125.0,4125.0,0.0,-150.0,4150.0,0.0,-125.0,4150.0,0.0,-137.5,4137.5,-15.0,11S
c.34,-150.0,4150.0,-30.0,-125.0,4150.0,-30.0,-150.0,4175.0,-30.0,-125.0,4175.0,-30.0,-150.0,4150.0,0.0,-125.0,4150.0,0.0,-150.0,4175.0,0.0,-125.0,4175.0,0.0,-137.5,4162.5,-15.0,11S
c.35,-150.0,4175.0,-30.0,-125.0,4175.0,-30.0,-150.0,4200.0,-30.0,-125.0,4200.0,-30.0,-150.0,4175.0,0.0,-125.0,4175.0,0.0,-150.0,4200.0,0.0,-125.0,4200.0,0.0,-137.5,4187.5,-15.0,11S
c.36,-150.0,4200.0,-30.0,-125.0,4200.0,-30.0,-150.0,4225.0,-30.0,-125.0,4225.0,-30.0,-150.0,4200.0,0.0,-125.0,4200.0,0.0,-150.0,4225.0,0.0,-125.0,4225.0,0.0,-137.5,4212.5,-15.0,11S
c.37,-150.0,4225.0,-30.0,-125.0,4225.0,-30.0,-150.0,4250.0,-30.0,-125.0,4250.0,-30.0,-150.0,4225.0,0.0,-125.0,4225.0,0.0,-150.0,4250.0,0.0,-125.0,4250.0,0.0,-137.5,4237.5,-15.0,11S
c.38,-150.0,4250.0,-30.0,-125.0,4250.0,-30.0,-150.0,4275.0,-30.0,-125.0,4275.0,-30.0,-150.0,4250.0,0.0,-125.0,4250.0,0.0,-150.0,4275.0,0.0,-125.0,4275.0,0.0,-137.5,4262.5,-15.0,11S
c.39,-150.0,4275.0,-30.0,-125.0,4275.0,-30.0,-150.0,4300.0,-30.0,-125.0,4300.0,-30.0,-150.0,4275.0,0.0,-125.0,4275.0,0.0,-150.0,4300.0,0.0,-125.0,4300.0,0.0,-137.5,4287.5,-15.0,11S
c.40,-150.0,4300.0,-30.0,-125.0,4300.0,-30.0,-150.0,4325.0,-30.0,-125.0,4325.0,-30.0,-150.0,4300.0,0.0,-125.0,4300.0,0.0,-150.0,4325.0,0.0,-125.0,4325.0,0.0,-137.5,4312.5,-15.0,11S
c.41,-150.0,4325.0,-30.0,-125.0,4325.0,-30.0,-150.0,4350.0,-30.0,-125.0,4350.0,-30.0,-150.0,4325.0,0.0,-125.0,4325.0,0.0,-150.0,4350.0,0.0,-125.0,4350.0,0.0,-137.5,4337.5,-15.0,11S
c.42,-150.0,4350.0,-30.0,-125.0,4350.0,-30.0,-150.0,4375.0,-30.0,-125.0,4375.0,-30.0,-150.0,4350.0,0.0,-125.0,4350.0,0.0,-150.0,4375.0,0.0,-125.0,4375.0,0.0,-137.5,4362.5,-15.0,11S
c.43,-150.0,4375.0,-30.0,-125.0,4375.0,-30.0,-150.0,4400.0,-30.0,-125.0,4400.0,-30.0,-150.0,4375.0,0.0,-125.0,4375.0,0.0,-150.0,4400.0,0.0,-125.0,4400.0,0.0,-137.5,4387.5,-15.0,11S
c.44,-150.0,4400.0,-30.0,-125.0,4400.0,-30.0,-150.0,4425.0,-30.0,-125.0,4425.0,-30.0,-150.0,4400.0,0.0,-125.0,4400.0,0.0,-150.0,4425.0,0.0,-125.0,4425.0,0.0,-137.5,4412.5,-15.0,11S
c.45,-150.0,4425.0,-30.0,-125.0,4425.0,-30.0,-150.0,4450.0,-30.0,-125.0,4450.0,-30.0,-150.0,4425.0,0.0,-125.0,4425.0,0.0,-150.0,4450.0,0.0,-125.0,4450.0,0.0,-137.5,4437.5,-15.0,11S
c.46,-150.0,4450.0,-30.0,-125.0,4450.0,-30.0,-150.0,4475.0,-30.0,-125.0,4475.0,-30.0,-150.0,4450.0,0.0,-125.0,4450.0,0.0,-150.0,4475.0,0.0,-125.0,4475.0,0.0,-137.5,4462.5,-15.0,11S
c.47,-150.0,4475.0,-30.0,-125.0,4475.0,-30.0,-150.0,4500.0,-30.0,-125.0,4500.0,-30.0,-150.0,4475.0,0.0,-125.0,4475.0,0.0,-150.0,4500.0,0.0,-125.0,4500.0,0.0,-137.5,4487.5,-15.0,11S
c.48,-150.0,4500.0,-30.0,-125.0,4500.0,-30.0,-150.0,4525.0,-30.0,-125.0,4525.0,-30.0,-150.0,4500.0,0.0,-125.0,4500.0,0.0,-150.0,4525.0,0.0,-125.0,4525.0,0.0,-137.5,4512.5,-15.0,11S
c.49,-150.0,4525.0,-30.0,-125.0,4525.0,-30.0,-150.0,4550.0,-30.0,-125.0,4550.0,-30.0,-150.0,4525.0,0.0,-125.0,4525.0,0.0,-150.0,4550.0,0.0,-125.0,4550.0,0.0,-137.5,4537.5,-15.0,11S
c.50,-150.0,4550.0,-30.0,-125.0,4550.0,-30.0,-150.0,4575.0,-30.0,-125.0,4575.0,-30.0,-150.0,4550.0,0.0,-125.0,4550.0,0.0,-150.0,4575.0,0.0,-125.0,4575.0,0.0,-137.5,4562.5,-15.0,11S
c.51,-150.0,4575.0,-30.0,-125.0,4575.0,-30.0,-150.0,4600.0,-30.0,-125.0,4600.0,-30.0,-150.0,4575.0,0.0,-125.0,4575.0,0.0,-150.0,4600.0,0.0,-125.0,4600.0,0.0,-137.5,4587.5,-15.0,11S
c.52,-150.0,4600.0,-30.0,-125.0,4600.0,-30.0,-150.0,4625.0,-30.0,-125.0,4625.0,-30.0,-150.0,4600.0,0.0,-125.0,4600.0,0.0,-150.0,4625.0,0.0,-125.0,4625.0,0.0,-137.5,4612.5,-15.0,11S
c.53,-150.0,4625.0,-30.0,-125.0,4625.0,-30.0,-150.0,4650.0,-30.0,-125.0,4650.0,-30.0,-150.0,4625.0,0.0,-125.0,4625.0,0.0,-150.0,4650.0,0.0,-125.0,4650.0,0.0,-137.5,4637.5,-15.0,11S
c.54,-150.0,4650.0,-30.0,-125.0,4650.0,-30.0,-150.0,4675.0,-30.0,-125.0,4675.0,-30.0,-150.0,4650.0,0.0,-125.0,4650.0,0.0,-150.0,4675.0,0.0,-125.0,4675.0,0.0,-137.5,4662.5,-15.0,11S
c.55,-150.0,4675.0,-30.0,-125.0,4675.0,-30.0,-150.0,4700.0,-30.0,-125.0,4700.0,-30.0,-150.0,4675.0,0.0,-125.0,4675.0,0.0,-150.0,4700.0,0.0,-125.0,4700.0,0.0,-137.5,4687.5,-15.0,11S
c.56,-125.0,3300.0,-30.0,-100.0,3300.0,-30.0,-125.0,3325.0,-30.0,-100.0,3325.0,-30.0,-125.0,3300.0,0.0,-100.0,3300.0,0.0,-125.0,3325.0,0.0,-100.0,3325.0,0.0,-112.5,3312.5,-15.0,11S
c.57,-125.0,3325.0,-30.0,-100.0,3325.0,-30.0,-125.0,3350.0,-30.0,-100.0,3350.0,-30.0,-125.0,3325.0,0.0,-100.0,3325.0,0.0,-125.0,3350.0,0.0,-100.0,3350.0,0.0,-112.5,3337.5,-15.0,11S
c.58,-125.0,3350.0,-30.0,-100.0,3350.0,-30.0,-125.0,3375.0,-30.0,-100.0,3375.0,-30.0,-125.0,3350.0,0.0,-100.0,3350.0,0.0,-125.0,3375.0,0.0,-100.0,3375.0,0.0,-112.5,3362.5,-15.0,11S
c.59,-125.0,3375.0,-30.0,-100.0,3375.0,-30.0,-125.0,3400.0,-30.0,-100.0,3400.0,-30.0,-125.0,3375.0,0.0,-100.0,3375.0,0.0,-125.0,3400.0,0.0,-100.0,3400.0,0.0,-112.5,3387.5,-15.0,11S
c.60,-125.0,3400.0,-30.0,-100.0,3400.0,-30.0,-125.0,3425.0,-30.0,-100.0,3425.0,-30.0,-125.0,3400.0,0.0,-100.0,3400.0,0.0,-125.0,3425.0,0.0,-100.0,3425.0,0.0,-112.5,3412.5,-15.0,11S
c.61,-125.0,3425.0,-30.0,-100.0,3425.0,-30.0,-125.0,3450.0,-30.0,-100.0,3450.0,-30.0,-125.0,3425.0,0.0,-100.0,3425.0,0.0,-125.0,3450.0,0.0,-100.0,3450.0,0.0,-112.5,3437.5,-15.0,11S
c.62,-125.0,3450.0,-30.0,-100.0,3450.0,-30.0,-125.0,3475.0,-30.0,-100.0,3475.0,-30.0,-125.0,3450.0,0.0,-100.0,3450.0,0.0,-125.0,3475.0,0.0,-100.0,3475.0,0.0,-112.5,3462.5,-15.0,11S
c.63,-125.0,3475.0,-30.0,-100.0,3475.0,-30.0,-125.0,3500.0,-30.0,-100.0,3500.0,-30.0,-125.0,3475.0,0.0,-100.0,3475.0,0.0,-125.0,3500.0,0.0,-100.0,3500.0,0.0,-112.5,3487.5,-15.0,11S
c.64,-125.0,3500.0,-30.0,-100.0,3500.0,-30.0,-125.0,3525.0,-30.0,-100.0,3525.0,-30.0,-125.0,3500.0,0.0,-100.0,3500.0,0.0,-125.0,3525.0,0.0,-100.0,3525.0,0.0,-112.5,3512.5,-15.0,11S
c.65,-125.0,3525.0,-30.0,-100.0,3525.0,-30.0,-125.0,3550.0,-30.0,-100.0,3550.0,-30.0,-125.0,3525.0,0.0,-100.0,3525.0,0.0,-125.0,3550.0,0.0,-100.0,3550.0,0.0,-112.5,3537.5,-15.0,11S
c.66,-125.0,3550.0,-30.0,-100.0,3550.0,-30.0,-125.0,3575.0,-30.0,-100.0,3575.0,-30.0,-125.0,3550.0,0.0,-100.0,3550.0,0.0,-125.0,3575.0,0.0,-100.0,3575.0,0.0,-112.5,3562.5,-15.0,11S
c.67,-125.0,3575.0,-30.0,-100.0,3575.0,-30.0,-125.0,3600.0,-30.0,-100.0,3600.0,-30.0,-125.0,3575.0,0.0,-100.0,3575.0,0.0,-125.0,3600.0,0.0,-100.0,3600.0,0.0,-112.5,3587.5,-15.0,11S
c.68,-125.0,3600.0,-30.0,-100.0,3600.0,-30.0,-125.0,3625.0,-30.0,-100.0,3625.0,-30.0,-125.0,3600.0,0.0,-100.0,3600.0,0.0,-125.0,3625.0,0.0,-100.0,3625.0,0.0,-112.5,3612.5,-15.0,11S
c.69,-125.0,3625.0,-30.0,-100.0,3625.0,-30.0,-125.0,3650.0,-30.0,-100.0,3650.0,-30.0,-125.0,3625.0,0.0,-100.0,3625.0,0.0,-125.0,3650.0,0.0,-100.0,3650.0,0.0,-112.5,3637.5,-15.0,11S
c.70,-125.0,3650.0,-30.0,-100.0,3650.0,-30.0,-125.0,3675.0,-30.0,-100.0,3675.0,-30.0,-125.0,3650.0,0.0,-100.0,3650.0,0.0,-125.0,3675.0,0.0,-100.0,3675.0,0.0,-112.5,3662.5,-15.0,11S
c.71,-125.0,3675.0,-30.0,-100.0,3675.0,-30.0,-125.0,3700.0,-30.0,-100.0,3700.0,-30.0,-125.0,3675.0,0.0,-100.0,3675.0,0.0,-125.0,3700.0,0.0,-100.0,3700.0,0.0,-112.5,3687.5,-15.0,11S
c.72,-125.0,3700.0,-30.0,-100.0,3700.0,-30.0,-125.0,3725.0,-30.0,-100.0,3725.0,-30.0,-125.0,3700.0,0.0,-100.0,3700.0,0.0,-125.0,3725.0,0.0,-100.0,3725.0,0.0,-112.5,3712.5,-15.0,11S
c.73,-125.0,3725.0,-30.0,-100.0,3725.0,-30.0,-125.0,3750.0,-30.0,-100.0,3750.0,-30.0,-125.0,3725.0,0.0,-100.0,3725.0,0.0,-125.0,3750.0,0.0,-100.0,3750.0,0.0,-112.5,3737.5,-15.0,11S
c.74,-125.0,3750.0,-30.0,-100.0,3750.0,-30.0,-125.0,3775.0,-30.0,-100.0,3775.0,-30.0,-125.0,3750.0,0.0,-100.0,3750.0,0.0,-125.0,3775.0,0.0,-100.0,3775.0,0.0,-112.5,3762.5,-15.0,11S
c.75,-125.0,3775.0,-30.0,-100.0,3775.0,-30.0,-125.0,3800.0,-30.0,-100.0,3800.0,-30.0,-125.0,3775.0,0.0,-100.0,3775.0,0.0,-125.0,3800.0,0.0,-100.0,3800.0,0.0,-112.5,3787.5,-15.0,11S
c.76,-125.0,3800.0,-30.0,-100.0,3800.0,-30.0,-125.0,3825.0,-30.0,-100.0,3825.0,-30.0,-125.0,3800.0,0.0,-100.0,3800.0,0.0,-125.0,3825.0,0.0,-100.0,3825.0,0.0,-112.5,3812.5,-15.0,11S
c.77,-125.0,3825.0,-30.0,-100.0,3825.0,-30.0,-125.0,3850.0,-30.0,-100.0,3850.0,-30.0,-125.0,3825.0,0.0,-100.0,3825.0,0.0,-125.0,3850.0,0.0,-100.0,3850.0,0.0,-112.5,3837.5,-15.0,11S
c.78,-125.0,3850.0,-30.0,-100.0,3850.0,-30.0,-125.0,3875.0,-30.0,-100.0,3875.0,-30.0,-125.0,3850.0,0.0,-100.0,3850.0,0.0,-125.0,3875.0,0.0,-100.0,3875.0,0.0,-112.5,3862.5,-15.0,11S
c.79,-125.0,3875.0,-30.0,-100.0,3875.0,-30.0,-125.0,3900.0,-30.0,-100.0,3900.0,-30.0,-125.0,3875.0,0.0,-100.0,3875.0,0.0,-125.0,3900.0,0.0,-100.0,3900.0,0.0,-112.5,3887.5,-15.0,11S
c.80,-125.0,3900.0,-30.0,-100.0,3900.0,-30.0,-125.0,3925.0,-30.0,-100.0,3925.0,-30.0,-125.0,3900.0,0.0,-100.0,3900.0,0.0,-125.0,3925.0,0.0,-100.0,3925.0,0.0,-112.5,3912.5,-15.0,11S
c.81,-125.0,3925.0,-30.0,-100.0,3925.0,-30.0,-125.0,3950.0,-30.0,-100.0,3950.0,-30.0,-125.0,3925.0,0.0,-100.0,3925.0,0.0,-125.0,3950.0,0.0,-100.0,3950.0,0.0,-112.5,3937.5,-15.0,11S
c.82,-125.0,3950.0,-30.0,-100.0,3950.0,-30.0,-125.0,3975.0,-30.0,-100.0,3975.0,-30.0,-125.0,3950.0,0.0,-100.0,3950.0,0.0,-125.0,3975.0,0.0,-100.0,3975.0,0.0,-112.5,3962.5,-15.0,11S
c.83,-125.0,3975.0,-30.0,-100.0,3975.0,-30.0,-125.0,4000.0,-30.0,-100.0,4000.0,-30.0,-125.0,3975.0,0.0,-100.0,3975.0,0.0,-125.0,4000.0,0.0,-100.0,4000.0,0.0,-112.5,3987.5,-15.0,11S
c.84,-125.0,4000.0,-30.0,-100.0,4000.0,-30.0,-125.0,4025.0,-30.0,-100.0,4025.0,-30.0,-125.0,4000.0,0.0,-100.0,4000.0,0.0,-125.0,4025.0,0.0,-100.0,4025.0,0.0,-112.5,4012.5,-15.0,11S
c.85,-125.0,4025.0,-30.0,-100.0,4025.0,-30.0,-125.0,4050.0,-30.0,-100.0,4050.0,-30.0,-125.0,4025.0,0.0,-100.0,4025.0,0.0,-125.0,4050.0,0.0,-100.0,4050.0,0.0,-112.5,4037.5,-15.0,11S
c.86,-125.0,4050.0,-30.0,-100.0,4050.0,-30.0,-125.0,4075.0,-30.0,-100.0,4075.0,-30.0,-125.0,4050.0,0.0,-100.0,4050.0,0.0,-125.0,4075.0,0.0,-100.0,4075.0,0.0,-112.5,4062.5,-15.0,11S
c.87,-125.0,4075.0,-30.0,-100.0,4075.0,-30.0,-125.0,4100.0,-30.0,-100.0,4100.0,-30.0,-125.0,4075.0,0.0,-100.0,4075.0,0.0,-125.0,4100.0,0.0,-100.0,4100.0,0.0,-112.5,4087.5,-15.0,11S
c.88,-125.0,4100.0,-30.0,-100.0,4100.0,-30.0,-125.0,4125.0,-30.0,-100.0,4125.0,-30.0,-125.0,4100.0,0.0,-100.0,4100.0,0.0,-125.0,4125.0,0.0,-100.0,4125.0,0.0,-112.5,4112.5,-15.0,11S
c.89,-125.0,4125.0,-30.0,-100.0,4125.0,-30.0,-125.0,4150.0,-30.0,-100.0,4150.0,-30.0,-125.0,4125.0,0.0,-100.0,4125.0,0.0,-125.0,4150.0,0.0,-100.0,4150.0,0.0,-112.5,4137.5,-15.0,11S
c.90,-125.0,4150.0,-30.0,-100.0,4150.0,-30.0,-125.0,4175.0,-30.0,-100.0,4175.0,-30.0,-125.0,4150.0,0.0,-100.0,4150.0,0.0,-125.0,4175.0,0.0,-100.0,4175.0,0.0,-112.5,4162.5,-15.0,11S
c.91,-125.0,4175.0,-30.0,-100.0,4175.0,-30.0,-125.0,4200.0,-30.0,-100.0,4200.0,-30.0,-125.0,4175.0,0.0,-100.0,4175.0,0.0,-125.0,4200.0,0.0,-100.0,4200.0,0.0,-112.5,4187.5,-15.0,11S
c.92,-125.0,4200.0,-30.0,-100.0,4200.0,-30.0,-125.0,4225.0,-30.0,-100.0,4225.0,-30.0,-125.0,4200.0,0.0,-100.0,4200.0,0.0,-125.0,4225.0,0.0,-100.0,4225.0,0.0,-112.5,4212.5,-15.0,11S
c.93,-125.0,4225.0,-30.0,-100.0,4225.0,-30.0,-125.0,4250.0,-30.0,-100.0,4250.0,-30.0,-125.0,4225.0,0.0,-100.0,4225.0,0.0,-125.0,4250.0,0.0,-100.0,4250.0,0.0,-112.5,4237.5,-15.0,11S
c.94,-125.0,4250.0,-30.0,-100.0,4250.0,-30.0,-125.0,4275.0,-30.0,-100.0,4275.0,-30.0,-125.0,4250.0,0.0,-100.0,4250.0,0.0,-125.0,4275.0,0.0,-100.0,4275.0,0.0,-112.5,4262.5,-15.0,11S
c.95,-125.0,4275.0,-30.0,-100.0,4275.0,-30.0,-125.0,4300.0,-30.0,-100.0,4300.0,-30.0,-125.0,4275.0,0.0,-100.0,4275.0,0.0,-125.0,4300.0,0.0,-100.0,4300.0,0.0,-112.5,4287.5,-15.0,11S
c.96,-125.0,4300.0,-30.0,-100.0,4300.0,-30.0,-125.0,4325.0,-30.0,-100.0,4325.0,-30.0,-125.0,4300.0,0.0,-100.0,4300.0,0.0,-125.0,4325.0,0.0,-100.0,4325.0,0.0,-112.5,4312.5,-15.0,11S
c.97,-125.0,4325.0,-30.0,-100.0,4325.0,-30.0,-125.0,4350.0,-30.0,-100.0,4350.0,-30.0,-125.0,4325.0,0.0,-100.0,4325.0,0.0,-125.0,4350.0,0.0,-100.0,4350.0,0.0,-112.5,4337.5,-15.0,11S
c.98,-125.0,4350.0,-30.0,-100.0,4350.0,-30.0,-125.0,4375.0,-30.0,-100.0,4375.0,-30.0,-125.0,4350.0,0.0,-100.0,4350.0,0.0,-125.0,4375.0,0.0,-100.0,4375.0,0.0,-112.5,4362.5,-15.0,11S
