cell_names,q1UTMx,q1UTMy,q1UTMz,q2UTMx,q2UTMy,q2UTMz,q3UTMx,q3UTMy,q3UTMz,q4UTMx,q4UTMy,q4UTMz,q5UTMx,q5UTMy,q5UTMz,q6UTMx,q6UTMy,q6UTMz,q7UTMx,q7UTMy,q7UTMz,q8UTMx,q8UTMy,q8UTMz,mptUTMx,mptUTMy,mptUTMz,zoneUTM
c.398,25.0,3450.0,-30.0,50.0,3450.0,-30.0,25.0,3475.0,-30.0,50.0,3475.0,-30.0,25.0,3450.0,0.0,50.0,3450.0,0.0,25.0,3475.0,0.0,50.0,3475.0,0.0,37.5,3462.5,-15.0,11S
c.399,25.0,3475.0,-30.0,50.0,3475.0,-30.0,25.0,3500.0,-30.0,50.0,3500.0,-30.0,25.0,3475.0,0.0,50.0,3475.0,0.0,25.0,3500.0,0.0,50.0,3500.0,0.0,37.5,3487.5,-15.0,11S
c.400,25.0,3500.0,-30.0,50.0,3500.0,-30.0,25.0,3525.0,-30.0,50.0,3525.0,-30.0,25.0,3500.0,0.0,50.0,3500.0,0.0,25.0,3525.0,0.0,50.0,3525.0,0.0,37.5,3512.5,-15.0,11S
c.401,25.0,3525.0,-30.0,50.0,3525.0,-30.0,25.0,3550.0,-30.0,50.0,3550.0,-30.0,25.0,3525.0,0.0,50.0,3525.0,0.0,25.0,3550.0,0.0,50.0,3550.0,0.0,37.5,3537.5,-15.0,11S
c.402,25.0,3550.0,-30.0,50.0,3550.0,-30.0,25.0,3575.0,-30.0,50.0,3575.0,-30.0,25.0,3550.0,0.0,50.0,3550.0,0.0,25.0,3575.0,0.0,50.0,3575.0,0.0,37.5,3562.5,-15.0,11S
c.403,25.0,3575.0,-30.0,50.0,3575.0,-30.0,25.0,3600.0,-30.0,50.0,3600.0,-30.0,25.0,3575.0,0.0,50.0,3575.0,0.0,25.0,3600.0,0.0,50.0,3600.0,0.0,37.5,3587.5,-15.0,11S
c.404,25.0,3600.0,-30.0,50.0,3600.0,-30.0,25.0,3625.0,-30.0,50.0,3625.0,-30.0,25.0,3600.0,0.0,50.0,3600.0,0.0,25.0,3625.0,0.0,50.0,3625.0,0.0,37.5,3612.5,-15.0,11S
c.405,25.0,3625.0,-30.0,50.0,3625.0,-30.0,25.0,3650.0,-30.0,50.0,3650.0,-30.0,25.0,3625.0,0.0,50.0,3625.0,0.0,25.0,3650.0,0.0,50.0,3650.0,0.0,37.5,3637.5,-15.0,11S
c.406,25.0,3650.0,-30.0,50.0,3650.0,-30.0,25.0,3675.0,-30.0,50.0,3675.0,-30.0,25.0,3650.0,0.0,50.0,3650.0,0.0,25.0,3675.0,0.0,50.0,3675.0,0.0,37.5,3662.5,-15.0,11S
c.407,25.0,3675.0,-30.0,50.0,3675.0,-30.0,25.0,3700.0,-30.0,50.0,3700.0,-30.0,25.0,3675.0,0.0,50.0,3675.0,0.0,25.0,3700.0,0.0,50.0,3700.0,0.0,37.5,3687.5,-15.0,11S
c.408,25.0,3700.0,-30.0,50.0,3700.0,-30.0,25.0,3725.0,-30.0,50.0,3725.0,-30.0,25.0,3700.0,0.0,50.0,3700.0,0.0,25.0,3725.0,0.0,50.0,3725.0,0.0,37.5,3712.5,-15.0,11S
c.409,25.0,3725.0,-30.0,50.0,3725.0,-30.0,25.0,3750.0,-30.0,50.0,3750.0,-30.0,25.0,3725.0,0.0,50.0,3725.0,0.0,25.0,3750.0,0.0,50.0,3750.0,0.0,37.5,3737.5,-15.0,11S
c.410,25.0,3750.0,-30.0,50.0,3750.0,-30.0,25.0,3775.0,-30.0,50.0,3775.0,-30.0,25.0,3750.0,0.0,50.0,3750.0,0.0,25.0,3775.0,0.0,50.0,3775.0,0.0,37.5,3762.5,-15.0,11S
c.411,25.0,3775.0,-30.0,50.0,3775.0,-30.0,25.0,3800.0,-30.0,50.0,3800.0,-30.0,25.0,3775.0,0.0,50.0,3775.0,0.0,25.0,3800.0,0.0,50.0,3800.0,0.0,37.5,3787.5,-15.0,11S
c.412,25.0,3800.0,-30.0,50.0,3800.0,-30.0,25.0,3825.0,-30.0,50.0,3825.0,-30.0,25.0,3800.0,0.0,50.0,3800.0,0.0,25.0,3825.0,0.0,50.0,3825.0,0.0,37.5,3812.5,-15.0,11S
c.413,25.0,3825.0,-30.0,50.0,3825.0,-30.0,25.0,3850.0,-30.0,50.0,3850.0,-30.0,25.0,3825.0,0.0,50.0,3825.0,0.0,25.0,3850.0,0.0,50.0,3850.0,0.0,37.5,3837.5,-15.0,11S
c.414,25.0,3850.0,-30.0,50.0,3850.0,-30.0,25.0,3875.0,-30.0,50.0,3875.0,-30.0,25.0,3850.0,0.0,50.0,3850.0,0.0,25.0,3875.0,0.0,50.0,3875.0,0.0,37.5,3862.5,-15.0,11S
c.415,25.0,3875.0,-30.0,50.0,3875.0,-30.0,25.0,3900.0,-30.0,50.0,3900.0,-30.0,25.0,3875.0,0.0,50.0,3875.0,0.0,25.0,3900.0,0.0,50.0,3900.0,0.0,37.5,3887.5,-15.0,11S
c.416,25.0,3900.0,-30.0,50.0,3900.0,-30.0,25.0,3925.0,-30.0,50.0,3925.0,-30.0,25.0,3900.0,0.0,50.0,3900.0,0.0,25.0,3925.0,0.0,50.0,3925.0,0.0,37.5,3912.5,-15.0,11S
c.417,25.0,3925.0,-30.0,50.0,3925.0,-30.0,25.0,3950.0,-30.0,50.0,3950.0,-30.0,25.0,3925.0,0.0,50.0,3925.0,0.0,25.0,3950.0,0.0,50.0,3950.0,0.0,37.5,3937.5,-15.0,11S
c.418,25.0,3950.0,-30.0,50.0,3950.0,-30.0,25.0,3975.0,-30.0,50.0,3975.0,-30.0,25.0,3950.0,0.0,50.0,3950.0,0.0,25.0,3975.0,0.0,50.0,3975.0,0.0,37.5,3962.5,-15.0,11S
c.419,25.0,3975.0,-30.0,50.0,3975.0,-30.0,25.0,4000.0,-30.0,50.0,4000.0,-30.0,25.0,3975.0,0.0,50.0,3975.0,0.0,25.0,4000.0,0.0,50.0,4000.0,0.0,37.5,3987.5,-15.0,11S
c.420,25.0,4000.0,-30.0,50.0,4000.0,-30.0,25.0,4025.0,-30.0,50.0,4025.0,-30.0,25.0,4000.0,0.0,50.0,4000.0,0.0,25.0,4025.0,0.0,50.0,4025.0,0.0,37.5,4012.5,-15.0,11S
c.421,25.0,4025.0,-30.0,50.0,4025.0,-30.0,25.0,4050.0,-30.0,50.0,4050.0,-30.0,25.0,4025.0,0.0,50.0,4025.0,0.0,25.0,4050.0,0.0,50.0,4050.0,0.0,37.5,4037.5,-15.0,11S
c.422,25.0,4050.0,-30.0,50.0,4050.0,-30.0,25.0,4075.0,-30.0,50.0,4075.0,-30.0,25.0,4050.0,0.0,50.0,4050.0,0.0,25.0,4075.0,0.0,50.0,4075.0,0.0,37.5,4062.5,-15.0,11S
c.423,25.0,4075.0,-30.0,50.0,4075.0,-30.0,25.0,4100.0,-30.0,50.0,4100.0,-30.0,25.0,4075.0,0.0,50.0,4075.0,0.0,25.0,4100.0,0.0,50.0,4100.0,0.0,37.5,4087.5,-15.0,11S
c.424,25.0,4100.0,-30.0,50.0,4100.0,-30.0,25.0,4125.0,-30.0,50.0,4125.0,-30.0,25.0,4100.0,0.0,50.0,4100.0,0.0,25.0,4125.0,0.0,50.0,4125.0,0.0,37.5,4112.5,-15.0,11S
c.425,25.0,4125.0,-30.0,50.0,4125.0,-30.0,25.0,4150.0,-30.0,50.0,4150.0,-30.0,25.0,4125.0,0.0,50.0,4125.0,0.0,25.0,4150.0,0.0,50.0,4150.0,0.0,37.5,4137.5,-15.0,11S
c.426,25.0,4150.0,-30.0,50.0,4150.0,-30.0,25.0,4175.0,-30.0,50.0,4175.0,-30.0,25.0,4150.0,0.0,50.0,4150.0,0.0,25.0,4175.0,0.0,50.0,4175.0,0.0,37.5,4162.5,-15.0,11S
c.427,25.0,4175.0,-30.0,50.0,4175.0,-30.0,25.0,4200.0,-30.0,50.0,4200.0,-30.0,25.0,4175.0,0.0,50.0,4175.0,0.0,25.0,4200.0,0.0,50.0,4200.0,0.0,37.5,4187.5,-15.0,11S
c.428,25.0,4200.0,-30.0,50.0,4200.0,-30.0,25.0,4225.0,-30.0,50.0,4225.0,-30.0,25.0,4200.0,0.0,50.0,4200.0,0.0,25.0,4225.0,0.0,50.0,4225.0,0.0,37.5,4212.5,-15.0,11S
c.429,25.0,4225.0,-30.0,50.0,4225.0,-30.0,25.0,4250.0,-30.0,50.0,4250.0,-30.0,25.0,4225.0,0.0,50.0,4225.0,0.0,25.0,4250.0,0.0,50.0,4250.0,0.0,37.5,4237.5,-15.0,11S
c.430,25.0,4250.0,-30.0,50.0,4250.0,-30.0,25.0,4275.0,-30.0,50.0,4275.0,-30.0,25.0,4250.0,0.0,50.0,4250.0,0.0,25.0,4275.0,0.0,50.0,4275.0,0.0,37.5,4262.5,-15.0,11S
c.431,25.0,4275.0,-30.0,50.0,4275.0,-30.0,25.0,4300.0,-30.0,50.0,4300.0,-30.0,25.0,4275.0,0.0,50.0,4275.0,0.0,25.0,4300.0,0.0,50.0,4300.0,0.0,37.5,4287.5,-15.0,11S
c.432,25.0,4300.0,-30.0,50.0,4300.0,-30.0,25.0,4325.0,-30.0,50.0,4325.0,-30.0,25.0,4300.0,0.0,50.0,4300.0,0.0,25.0,4325.0,0.0,50.0,4325.0,0.0,37.5,4312.5,-15.0,11S
c.433,25.0,4325.0,-30.0,50.0,4325.0,-30.0,25.0,4350.0,-30.0,50.0,4350.0,-30.0,25.0,4325.0,0.0,50.0,4325.0,0.0,25.0,4350.0,0.0,50.0,4350.0,0.0,37.5,4337.5,-15.0,11S
c.434,25.0,4350.0,-30.0,50.0,4350.0,-30.0,25.0,4375.0,-30.0,50.0,4375.0,-30.0,25.0,4350.0,0.0,50.0,4350.0,0.0,25.0,4375.0,0.0,50.0,4375.0,0.0,37.5,4362.5,-15.0,11S
c.435,25.0,4375.0,-30.0,50.0,4375.0,-30.0,25.0,4400.0,-30.0,50.0,4400.0,-30.0,25.0,4375.0,0.0,50.0,4375.0,0.0,25.0,4400.0,0.0,50.0,4400.0,0.0,37.5,4387.5,-15.0,11S
c.436,25.0,4400.0,-30.0,50.0,4400.0,-30.0,25.0,4425.0,-30.0,50.0,4425.0,-30.0,25.0,4400.0,0.0,50.0,4400.0,0.0,25.0,4425.0,0.0,50.0,4425.0,0.0,37.5,4412.5,-15.0,11S
c.437,25.0,4425.0,-30.0,50.0,4425.0,-30.0,25.0,4450.0,-30.0,50.0,4450.0,-30.0,25.0,4425.0,0.0,50.0,4425.0,0.0,25.0,4450.0,0.0,50.0,4450.0,0.0,37.5,4437.5,-15.0,11S
c.438,25.0,4450.0,-30.0,50.0,4450.0,-30.0,25.0,4475.0,-30.0,50.0,4475.0,-30.0,25.0,4450.0,0.0,50.0,4450.0,0.0,25.0,4475.0,0.0,50.0,4475.0,0.0,37.5,4462.5,-15.0,11S
c.439,25.0,4475.0,-30.0,50.0,4475.0,-30.0,25.0,4500.0,-30.0,50.0,4500.0,-30.0,25.0,4475.0,0.0,50.0,4475.0,0.0,25.0,4500.0,0.0,50.0,4500.0,0.0,37.5,4487.5,-15.0,11S
c.440,25.0,4500.0,-30.0,50.0,4500.0,-30.0,25.0,4525.0,-30.0,50.0,4525.0,-30.0,25.0,4500.0,0.0,50.0,4500.0,0.0,25.0,4525.0,0.0,50.0,4525.0,0.0,37.5,4512.5,-15.0,11S
c.441,25.0,4525.0,-30.0,50.0,4525.0,-30.0,25.0,4550.0,-30.0,50.0,4550.0,-30.0,25.0,4525.0,0.0,50.0,4525.0,0.0,25.0,4550.0,0.0,50.0,4550.0,0.0,37.5,4537.5,-15.0,11S
c.442,25.0,4550.0,-30.0,50.0,4550.0,-30.0,25.0,4575.0,-30.0,50.0,4575.0,-30.0,25.0,4550.0,0.0,50.0,4550.0,0.0,25.0,4575.0,0.0,50.0,4575.0,0.0,37.5,4562.5,-15.0,11S
c.443,25.0,4575.0,-30.0,50.0,4575.0,-30.0,25.0,4600.0,-30.0,50.0,4600.0,-30.0,25.0,4575.0,0.0,50.0,4575.0,0.0,25.0,4600.0,0.0,50.0,4600.0,0.0,37.5,4587.5,-15.0,11S
c.444,25.0,4600.0,-30.0,50.0,4600.0,-30.0,25.0,4625.0,-30.0,50.0,4625.0,-30.0,25.0,4600.0,0.0,50.0,4600.0,0.0,25.0,4625.0,0.0,50.0,4625.0,0.0,37.5,4612.5,-15.0,11S
c.445,25.0,4625.0,-30.0,50.0,4625.0,-30.0,25.0,4650.0,-30.0,50.0,4650.0,-30.0,25.0,4625.0,0.0,50.0,4625.0,0.0,25.0,4650.0,0.0,50.0,4650.0,0.0,37.5,4637.5,-15.0,11S
c.446,25.0,4650.0,-30.0,50.0,4650.0,-30.0,25.0,4675.0,-30.0,50.0,4675.0,-30.0,25.0,4650.0,0.0,50.0,4650.0,0.0,25.0,4675.0,0.0,50.0,4675.0,0.0,37.5,4662.5,-15.0,11S
c.447,25.0,4675.0,-30.0,50.0,4675.0,-30.0,25.0,4700.0,-30.0,50.0,4700.0,-30.0,25.0,4675.0,0.0,50.0,4675.0,0.0,25.0,4700.0,0.0,50.0,4700.0,0.0,37.5,4687.5,-15.0,11S
c.448,50.0,3300.0,-30.0,75.0,3300.0,-30.0,50.0,3325.0,-30.0,75.0,3325.0,-30.0,50.0,3300.0,0.0,75.0,3300.0,0.0,50.0,3325.0,0.0,75.0,3325.0,0.0,62.5,3312.5,-15.0,11S
c.449,50.0,3325.0,-30.0,75.0,3325.0,-30.0,50.0,3350.0,-30.0,75.0,3350.0,-30.0,50.0,3325.0,0.0,75.0,3325.0,0.0,50.0,3350.0,0.0,75.0,3350.0,0.0,62.5,3337.5,-15.0,11S
c.450,50.0,3350.0,-30.0,75.0,3350.0,-30.0,50.0,3375.0,-30.0,75.0,3375.0,-30.0,50.0,3350.0,0.0,75.0,3350.0,0.0,50.0,3375.0,0.0,75.0,3375.0,0.0,62.5,3362.5,-15.0,11S
c.451,50.0,3375.0,-30.0,75.0,3375.0,-30.0,50.0,3400.0,-30.0,75.0,3400.0,-30.0,50.0,3375.0,0.0,75.0,3375.0,0.0,50.0,3400.0,0.0,75.0,3400.0,0.0,62.5,3387.5,-15.0,11S
c.452,50.0,3400.0,-30.0,75.0,3400.0,-30.0,50.0,3425.0,-30.0,75.0,3425.0,-30.0,50.0,3400.0,0.0,75.0,3400.0,0.0,50.0,3425.0,0.0,75.0,3425.0,0.0,62.5,3412.5,-15.0,11S
c.453,50.0,3425.0,-30.0,75.0,3425.0,-30.0,50.0,3450.0,-30.0,75.0,3450.0,-30.0,50.0,3425.0,0.0,75.0,3425.0,0.0,50.0,3450.0,0.0,75.0,3450.0,0.0,62.5,3437.5,-15.0,11S
c.454,50.0,3450.0,-30.0,75.0,3450.0,-30.0,50.0,3475.0,-30.0,75.0,3475.0,-30.0,50.0,3450.0,0.0,75.0,3450.0,0.0,50.0,3475.0,0.0,75.0,3475.0,0.0,62.5,3462.5,-15.0,11S
c.455,50.0,3475.0,-30.0,75.0,3475.0,-30.0,50.0,3500.0,-30.0,75.0,3500.0,-30.0,50.0,3475.0,0.0,75.0,3475.0,0.0,50.0,3500.0,0.0,75.0,3500.0,0.0,62.5,3487.5,-15.0,11S
c.456,50.0,3500.0,-30.0,75.0,3500.0,-30.0,50.0,3525.0,-30.0,75.0,3525.0,-30.0,50.0,3500.0,0.0,75.0,3500.0,0.0,50.0,3525.0,0.0,75.0,3525.0,0.0,62.5,3512.5,-15.0,11S
c.457,50.0,3525.0,-30.0,75.0,3525.0,-30.0,50.0,3550.0,-30.0,75.0,3550.0,-30.0,50.0,3525.0,0.0,75.0,3525.0,0.0,50.0,3550.0,0.0,75.0,3550.0,0.0,62.5,3537.5,-15.0,11S
c.458,50.0,3550.0,-30.0,75.0,3550.0,-30.0,50.0,3575.0,-30.0,75.0,3575.0,-30.0,50.0,3550.0,0.0,75.0,3550.0,0.0,50.0,3575.0,0.0,75.0,3575.0,0.0,62.5,3562.5,-15.0,11S
c.459,50.0,3575.0,-30.0,75.0,3575.0,-30.0,50.0,3600.0,-30.0,75.0,3600.0,-30.0,50.0,3575.0,0.0,75.0,3575.0,0.0,50.0,3600.0,0.0,75.0,3600.0,0.0,62.5,3587.5,-15.0,11S
c.460,50.0,3600.0,-30.0,75.0,3600.0,-30.0,50.0,3625.0,-30.0,75.0,3625.0,-30.0,50.0,3600.0,0.0,75.0,3600.0,0.0,50.0,3625.0,0.0,75.0,3625.0,0.0,62.5,3612.5,-15.0,11S
c.461,50.0,3625.0,-30.0,75.0,3625.0,-30.0,50.0,3650.0,-30.0,75.0,3650.0,-30.0,50.0,3625.0,0.0,75.0,3625.0,0.0,50.0,3650.0,0.0,75.0,3650.0,0.0,62.5,3637.5,-15.0,11S
c.462,50.0,3650.0,-30.0,75.0,3650.0,-30.0,50.0,3675.0,-30.0,75.0,3675.0,-30.0,50.0,3650.0,0.0,75.0,3650.0,0.0,50.0,3675.0,0.0,75.0,3675.0,0.0,62.5,3662.5,-15.0,11S
c.463,50.0,3675.0,-30.0,75.0,3675.0,-30.0,50.0,3700.0,-30.0,75.0,3700.0,-30.0,50.0,3675.0,0.0,75.0,3675.0,0.0,50.0,3700.0,0.0,75.0,3700.0,0.0,62.5,3687.5,-15.0,11S
c.464,50.0,3700.0,-30.0,75.0,3700.0,-30.0,50.0,3725.0,-30.0,75.0,3725.0,-30.0,50.0,3700.0,0.0,75.0,3700.0,0.0,50.0,3725.0,0.0,75.0,3725.0,0.0,62.5,3712.5,-15.0,11S
c.465,50.0,3725.0,-30.0,75.0,3725.0,-30.0,50.0,3750.0,-30.0,75.0,3750.0,-30.0,50.0,3725.0,0.0,75.0,3725.0,0.0,50.0,3750.0,0.0,75.0,3750.0,0.0,62.5,3737.5,-15.0,11S
c.466,50.0,3750.0,-30.0,75.0,3750.0,-30.0,50.0,3775.0,-30.0,75.0,3775.0,-30.0,50.0,3750.0,0.0,75.0,3750.0,0.0,50.0,3775.0,0.0,75.0,3775.0,0.0,62.5,3762.5,-15.0,11S
c.467,50.0,3775.0,-30.0,75.0,3775.0,-30.0,50.0,3800.0,-30.0,75.0,3800.0,-30.0,50.0,3775.0,0.0,75.0,3775.0,0.0,50.0,3800.0,0.0,75.0,3800.0,0.0,62.5,3787.5,-15.0,11S
c.468,50.0,3800.0,-30.0,75.0,3800.0,-30.0,50.0,3825.0,-30.0,75.0,3825.0,-30.0,50.0,3800.0,0.0,75.0,3800.0,0.0,50.0,3825.0,0.0,75.0,3825.0,0.0,62.5,3812.5,-15.0,11S
c.469,50.0,3825.0,-30.0,75.0,3825.0,-30.0,50.0,3850.0,-30.0,75.0,3850.0,-30.0,50.0,3825.0,0.0,75.0,3825.0,0.0,50.0,3850.0,0.0,75.0,3850.0,0.0,62.5,3837.5,-15.0,11S
c.470,50.0,3850.0,-30.0,75.0,3850.0,-30.0,50.0,3875.0,-30.0,75.0,3875.0,-30.0,50.0,3850.0,0.0,75.0,3850.0,0.0,50.0,3875.0,0.0,75.0,3875.0,0.0,62.5,3862.5,-15.0,11S
c.471,50.0,3875.0,-30.0,75.0,3875.0,-30.0,50.0,3900.0,-30.0,75.0,3900.0,-30.0,50.0,3875.0,0.0,75.0,3875.0,0.0,50.0,3900.0,0.0,75.0,3900.0,0.0,62.5,3887.5,-15.0,11S
c.472,50.0,3900.0,-30.0,75.0,3900.0,-30.0,50.0,3925.0,-30.0,75.0,3925.0,-30.0,50.0,3900.0,0.0,75.0,3900.0,0.0,50.0,3925.0,0.0,75.0,3925.0,0.0,62.5,3912.5,-15.0,11S
c.473,50.0,3925.0,-30.0,75.0,3925.0,-30.0,50.0,3950.0,-30.0,75.0,3950.0,-30.0,50.0,3925.0,0.0,75.0,3925.0,0.0,50.0,3950.0,0.0,75.0,3950.0,0.0,62.5,3937.5,-15.0,11S
c.474,50.0,3950.0,-30.0,75.0,3950.0,-30.0,50.0,3975.0,-30.0,75.0,3975.0,-30.0,50.0,3950.0,0.0,75.0,3950.0,0.0,50.0,3975.0,0.0,75.0,3975.0,0.0,62.5,3962.5,-15.0,11S
c.475,50.0,3975.0,-30.0,75.0,3975.0,-30.0,50.0,4000.0,-30.0,75.0,4000.0,-30.0,50.0,3975.0,0.0,75.0,3975.0,0.0,50.0,4000.0,0.0,75.0,4000.0,0.0,62.5,3987.5,-15.0,11S
c.476,50.0,4000.0,-30.0,75.0,4000.0,-30.0,50.0,4025.0,-30.0,75.0,4025.0,-30.0,50.0,4000.0,0.0,75.0,4000.0,0.0,50.0,4025.0,0.0,75.0,4025.0,0.0,62.5,4012.5,-15.0,11S
c.477,50.0,4025.0,-30.0,75.0,4025.0,-30.0,50.0,4050.0,-30.0,75.0,4050.0,-30.0,50.0,4025.0,0.0,75.0,4025.0,0.0,50.0,4050.0,0.0,75.0,4050.0,0.0,62.5,4037.5,-15.0,11S
c.478,50.0,4050.0,-30.0,75.0,4050.0,-30.0,50.0,4075.0,-30.0,75.0,4075.0,-30.0,50.0,4050.0,0.0,75.0,4050.0,0.0,50.0,4075.0,0.0,75.0,4075.0,0.0,62.5,4062.5,-15.0,11S
c.479,50.0,4075.0,-30.0,75.0,4075.0,-30.0,50.0,4100.0,-30.0,75.0,4100.0,-30.0,50.0,4075.0,0.0,75.0,4075.0,0.0,50.0,4100.0,0.0,75.0,4100.0,0.0,62.5,4087.5,-15.0,11S
c.480,50.0,4100.0,-30.0,75.0,4100.0,-30.0,50.0,4125.0,-30.0,75.0,4125.0,-30.0,50.0,4100.0,0.0,75.0,4100.0,0.0,50.0,4125.0,0.0,75.0,4125.0,0.0,62.5,4112.5,-15.0,11S
c.481,50.0,4125.0,-30.0,75.0,4125.0,-30.0,50.0,4150.0,-30.0,75.0,4150.0,-30.0,50.0,4125.0,0.0,75.0,4125.0,0.0,50.0,4150.0,0.0,75.0,4150.0,0.0,62.5,4137.5,-15.0,11S
c.482,50.0,4150.0,-30.0,75.0,4150.0,-30.0,50.0,4175.0,-30.0,75.0,4175.0,-30.0,50.0,4150.0,0.0,75.0,4150.0,0.0,50.0,4175.0,0.0,75.0,4175.0,0.0,62.5,4162.5,-15.0,11S
c.483,50.0,4175.0,-30.0,75.0,4175.0,-30.0,50.0,4200.0,-30.0,75.0,4200.0,-30.0,50.0,4175.0,0.0,75.0,4175.0,0.0,50.0,4200.0,0.0,75.0,4200.0,0.0,62.5,4187.5,-15.0,11S
c.484,50.0,4200.0,-30.0,75.0,4200.0,-30.0,50.0,4225.0,-30.0,75.0,4225.0,-30.0,50.0,4200.0,0.0,75.0,4200.0,0.0,50.0,4225.0,0.0,75.0,4225.0,0.0,62.5,4212.5,-15.0,11S
c.485,50.0,4225.0,-30.0,75.0,4225.0,-30.0,50.0,4250.0,-30.0,75.0,4250.0,-30.0,50.0,4225.0,0.0,75.0,4225.0,0.0,50.0,4250.0,0.0,75.0,4250.0,0.0,62.5,4237.5,-15.0,11S
c.486,50.0,4250.0,-30.0,75.0,4250.0,-30.0,50.0,4275.0,-30.0,75.0,4275.0,-30.0,50.0,4250.0,0.0,75.0,4250.0,0.0,50.0,4275.0,0.0,75.0,4275.0,0.0,62.5,4262.5,-15.0,11S
c.487,50.0,4275.0,-30.0,75.0,4275.0,-30.0,50.0,4300.0,-30.0,75.0,4300.0,-30.0,50.0,4275.0,0.0,75.0,4275.0,0.0,50.0,4300.0,0.0,75.0,4300.0,0.0,62.5,4287.5,-15.0,11S
c.488,50.0,4300.0,-30.0,75.0,4300.0,-30.0,50.0,4325.0,-30.0,75.0,4325.0,-30.0,50.0,4300.0,0.0,75.0,4300.0,0.0,50.0,4325.0,0.0,75.0,4325.0,0.0,62.5,4312.5,-15.0,11S
c.489,50.0,4325.0,-30.0,75.0,4325.0,-30.0,50.0,4350.0,-30.0,75.0,4350.0,-30.0,50.0,4325.0,0.0,75.0,4325.0,0.0,50.0,4350.0,0.0,75.0,4350.0,0.0,62.5,4337.5,-15.0,11S
c.490,50.0,4350.0,-30.0,75.0,4350.0,-30.0,50.0,4375.0,-30.0,75.0,4375.0,-30.0,50.0,4350.0,0.0,75.0,4350.0,0.0,50.0,4375.0,0.0,75.0,4375.0,0.0,62.5,4362.5,-15.0,11S
c.491,50.0,4375.0,-30.0,75.0,4375.0,-30.0,50.0,4400.0,-30.0,75.0,4400.0,-30.0,50.0,4375.0,0.0,75.0,4375.0,0.0,50.0,4400.0,0.0,75.0,4400.0,0.0,62.5,4387.5,-15.0,11S
c.492,50.0,4400.0,-30.0,75.0,4400.0,-30.0,50.0,4425.0,-30.0,75.0,4425.0,-30.0,50.0,4400.0,0.0,75.0,4400.0,0.0,50.0,4425.0,0.0,75.0,4425.0,0.0,62.5,4412.5,-15.0,11S
c.493,50.0,4425.0,-30.0,75.0,4425.0,-30.0,50.0,4450.0,-30.0,75.0,4450.0,-30.0,50.0,4425.0,0.0,75.0,4425.0,0.0,50.0,4450.0,0.0,75.0,4450.0,0.0,62.5,4437.5,-15.0,11S
c.494,50.0,4450.0,-30.0,75.0,4450.0,-30.0,50.0,4475.0,-30.0,75.0,4475.0,-30.0,50.0,4450.0,0.0,75.0,4450.0,0.0,50.0,4475.0,0.0,75.0,4475.0,0.0,62.5,4462.5,-15.0,11S
c.495,50.0,4475.0,-30.0,75.0,4475.0,-30.0,50.0,4500.0,-30.0,75.0,4500.0,-30.0,50.0,4475.0,0.0,75.0,4475.0,0.0,50.0,4500.0,0.0,75.0,4500.0,0.0,62.5,4487.5,-15.0,11S
c.496,50.0,4500.0,-30.0,75.0,4500.0,-30.0,50.0,4525.0,-30.0,75.0,4525.0,-30.0,50.0,4500.0,0.0,75.0,4500.0,0.0,50.0,4525.0,0.0,75.0,4525.0,0.0,62.5,4512.5,-15.0,11S
c.497,50.0,4525.0,-30.0,75.0,4525.0,-30.0,50.0,4550.0,-30.0,75.0,4550.0,-30.0,50.0,4525.0,0.0,75.0,4525.0,0.0,50.0,4550.0,0.0,75.0,4550.0,0.0,62.5,4537.5,-15.0,11S
c.498,50.0,4550.0,-30.0,75.0,4550.0,-30.0,50.0,4575.0,-30.0,75.0,4575.0,-30.0,50.0,4550.0,0.0,75.0,4550.0,0.0,50.0,4575.0,0.0,75.0,4575.0,0.0,62.5,4562.5,-15.0,11S
c.499,50.0,4575.0,-30.0,75.0,4575.0,-30.0,50.0,4600.0,-30.0,75.0,4600.0,-30.0,50.0,4575.0,0.0,75.0,4575.0,0.0,50.0,4600.0,0.0,75.0,4600.0,0.0,62.5,4587.5,-15.0,11S
c.500,50.0,4600.0,-30.0,75.0,4600.0,-30.0,50.0,4625.0,-30.0,75.0,4625.0,-30.0,50.0,4600.0,0.0,75.0,4600.0,0.0,50.0,4625.0,0.0,75.0,4625.0,0.0,62.5,4612.5,-15.0,11S
c.501,50.0,4625.0,-30.0,75.0,4625.0,-30.0,50.0,4650.0,-30.0,75.0,4650.0,-30.0,50.0,4625.0,0.0,75.0,4625.0,0.0,50.0,4650.0,0.0,75.0,4650.0,0.0,62.5,4637.5,-15.0,11S
c.502,50.0,4650.0,-30.0,75.0,4650.0,-30.0,50.0,4675.0,-30.0,75.0,4675.0,-30.0,50.0,4650.0,0.0,75.0,4650.0,0.0,50.0,4675.0,0.0,75.0,4675.0,0.0,62.5,4662.5,-15.0,11S
c.503,50.0,4675.0,-30.0,75.0,4675.0,-30.0,50.0,4700.0,-30.0,75.0,4700.0,-30.0,50.0,4675.0,0.0,75.0,4675.0,0.0,50.0,4700.0,0.0,75.0,4700.0,0.0,62.5,4687.5,-15.0,11S
